시설아이디,supplyEC,supplyPH,innerCO2,innerHum,innerTemp,innerSolar,생육주차,CO2
B농가,1.0,6.0,1022.17,89.5,14.67,46.83,9,0.9989914945321993
B농가,1.0,6.0,1022.67,90.67,11.33,4.5,9,0.999599027946537
B농가,1.0,6.0,1022.5,92.83,9.0,0.0,9,0.9993924665856622
B농가,1.0,6.0,1022.33,92.83,8.5,0.0,9,0.9991859052247875
B농가,1.0,6.0,1022.5,92.33,8.67,0.0,9,0.9993924665856622
B농가,1.0,6.0,1022.67,91.33,8.67,0.0,9,0.999599027946537
B농가,1.0,6.0,1022.5,92.17,8.5,0.0,9,0.9993924665856622
B농가,1.0,6.0,1022.17,93.33,8.83,0.0,9,0.9989914945321993
B농가,1.0,6.0,1022.33,91.5,8.83,0.0,9,0.9991859052247875
B농가,1.0,6.0,1022.17,91.0,8.83,0.0,9,0.9989914945321993
B농가,1.0,6.0,1022.83,87.83,9.17,0.0,9,0.9997934386391252
B농가,1.0,6.0,1022.5,85.0,9.5,0.0,9,0.9993924665856622
B농가,1.0,6.0,1022.5,84.83,9.33,0.0,9,0.9993924665856622
B농가,1.0,6.0,1022.17,85.17,9.17,0.0,9,0.9989914945321993
B농가,1.0,6.0,1022.33,82.83,9.67,0.0,9,0.9991859052247875
B농가,1.0,6.0,1022.17,85.17,8.83,7.67,9,0.9989914945321993
B농가,1.0,6.0,1022.5,84.83,11.5,134.17,9,0.9993924665856622
B농가,1.0,6.0,1022.33,80.67,17.33,256.83,9,0.9991859052247875
B농가,1.0,6.0,1022.5,74.83,20.83,343.33,9,0.9993924665856622
B농가,1.0,6.0,1022.5,64.67,20.83,397.83,9,0.9993924665856622
B농가,1.0,6.0,1022.67,50.67,20.5,409.67,9,0.999599027946537
B농가,1.0,6.0,1022.5,49.83,21.67,379.83,9,0.9993924665856622
B농가,1.0,6.0,1022.33,51.17,21.17,308.0,9,0.9991859052247875
B농가,1.0,6.0,1022.67,58.67,20.33,207.5,9,0.999599027946537
B농가,1.0,6.0,1022.5,77.83,19.17,66.83,9,0.9993924665856622
B농가,1.0,6.0,1022.33,89.67,12.67,4.5,9,0.9991859052247875
B농가,1.0,6.0,1022.83,92.17,10.33,0.0,9,0.9997934386391252
B농가,1.0,6.0,1023.0,92.83,9.0,0.0,9,1.0
B농가,1.0,6.0,1022.17,92.67,8.67,0.0,9,0.9989914945321993
B농가,1.0,6.0,1022.33,92.67,8.83,0.0,9,0.9991859052247875
B농가,1.0,6.0,1022.5,91.0,9.0,0.0,9,0.9993924665856622
B농가,1.0,6.0,1022.33,90.5,8.67,0.0,9,0.9991859052247875
B농가,1.0,6.0,1022.33,91.0,8.83,0.0,9,0.9991859052247875
B농가,1.0,6.0,1022.33,88.5,9.0,0.0,9,0.9991859052247875
B농가,1.0,6.0,1022.17,92.0,8.5,0.0,9,0.9989914945321993
B농가,1.0,6.0,1022.33,91.5,9.0,0.0,9,0.9991859052247875
B농가,1.0,6.0,1022.5,94.83,8.67,0.0,9,0.9993924665856622
B농가,1.0,6.0,1022.5,94.83,8.5,0.0,9,0.9993924665856622
B농가,1.0,6.0,1022.33,94.33,9.33,0.0,9,0.9991859052247875
B농가,1.0,6.0,1022.5,96.17,9.0,7.83,9,0.9993924665856622
B농가,1.0,6.0,1022.5,89.33,12.33,112.17,9,0.9993924665856622
B농가,1.0,6.0,1022.5,82.33,19.0,237.83,9,0.9993924665856622
B농가,1.0,6.0,1022.33,73.83,21.5,327.5,9,0.9991859052247875
B농가,1.0,6.0,1022.5,61.0,21.83,392.5,9,0.9993924665856622
B농가,1.0,6.0,1022.67,48.83,21.0,412.0,9,0.999599027946537
B농가,1.0,6.0,1022.67,56.33,21.0,376.83,9,0.999599027946537
B농가,1.0,6.0,1023.0,61.0,20.67,243.67,9,1.0
B농가,1.0,6.0,1022.83,86.0,18.33,79.67,9,0.9997934386391252
B농가,1.0,6.0,1022.67,86.83,18.0,52.67,9,0.999599027946537
B농가,1.0,6.0,1022.67,98.33,14.67,2.17,9,0.999599027946537
B농가,1.0,6.0,1022.5,98.17,13.33,0.0,9,0.9993924665856622
B농가,1.0,6.0,1022.83,96.67,12.83,0.0,9,0.9997934386391252
B농가,1.0,6.0,1022.67,96.67,12.0,0.0,9,0.999599027946537
B농가,1.0,6.0,1022.33,96.5,11.33,0.0,9,0.9991859052247875
B농가,1.0,6.0,1022.83,96.67,11.0,0.0,9,0.9997934386391252
B농가,1.0,6.0,1022.33,96.67,11.0,0.0,9,0.9991859052247875
B농가,1.0,6.0,1022.67,96.33,10.5,0.0,9,0.999599027946537
B농가,1.0,6.0,1022.33,96.5,10.0,0.0,9,0.9991859052247875
B농가,1.0,6.0,1022.5,97.33,10.0,0.0,9,0.9993924665856622
B농가,1.0,6.0,1022.17,97.83,10.0,0.0,9,0.9989914945321993
B농가,1.0,6.0,1022.33,97.83,10.0,0.0,9,0.9991859052247875
B농가,1.0,6.0,1022.67,96.5,9.5,0.0,9,0.999599027946537
B농가,1.0,6.0,1022.5,96.83,8.83,0.0,9,0.9993924665856622
B농가,1.0,6.0,1022.33,96.5,8.33,13.17,9,0.9991859052247875
B농가,1.0,6.0,1022.17,91.67,11.67,104.0,9,0.9989914945321993
B농가,1.0,6.0,1022.5,86.5,18.0,216.17,9,0.9993924665856622
B농가,1.0,6.0,1022.33,77.17,20.67,309.83,9,0.9991859052247875
B농가,1.0,6.0,1022.83,61.83,21.67,369.0,9,0.9997934386391252
B농가,1.0,6.0,1022.33,52.0,21.33,385.0,9,0.9991859052247875
B농가,1.0,6.0,1022.5,51.83,21.83,354.5,9,0.9993924665856622
B농가,1.0,6.0,1022.17,51.0,21.33,282.33,9,0.9989914945321993
B농가,1.0,6.0,1022.67,67.0,20.17,126.0,9,0.999599027946537
B농가,1.0,6.0,1022.5,83.33,18.17,50.83,9,0.9993924665856622
B농가,1.0,6.0,1022.33,92.33,13.83,4.0,9,0.9991859052247875
B농가,1.0,6.0,1022.0,93.0,11.5,0.0,9,0.9987849331713244
B농가,1.0,6.0,1022.33,94.33,10.83,0.0,9,0.9991859052247875
B농가,1.0,6.0,1022.33,94.83,10.0,0.0,9,0.9991859052247875
B농가,1.0,6.0,1022.67,96.67,9.67,0.0,9,0.999599027946537
B농가,1.0,6.0,1022.33,95.33,9.0,0.0,9,0.9991859052247875
B농가,1.0,6.0,1022.17,95.17,8.17,0.0,9,0.9989914945321993
B농가,1.0,6.0,1022.33,92.5,9.33,0.0,9,0.9991859052247875
B농가,1.0,6.0,1022.33,95.33,9.0,0.0,9,0.9991859052247875
B농가,1.0,6.0,1022.33,96.17,9.0,0.0,9,0.9991859052247875
B농가,1.0,6.0,1022.67,96.83,8.5,0.0,9,0.999599027946537
B농가,1.0,6.0,1022.67,96.67,8.33,0.0,9,0.999599027946537
B농가,1.0,6.0,1022.17,97.0,8.33,0.0,9,0.9989914945321993
B농가,1.0,6.0,1022.33,97.0,9.0,0.0,9,0.9991859052247875
B농가,1.0,6.0,1022.33,97.5,9.0,6.33,9,0.9991859052247875
B농가,1.0,6.0,1022.5,94.33,10.33,33.17,9,0.9993924665856622
B농가,1.0,6.0,1022.33,94.0,12.17,52.67,9,0.9991859052247875
B농가,1.0,6.0,1023.0,92.67,13.67,63.83,9,1.0
B농가,1.0,6.0,1022.33,95.67,13.5,61.5,9,0.9991859052247875
B농가,1.0,6.0,1022.33,95.17,15.17,83.83,9,0.9991859052247875
B농가,1.0,6.0,1022.17,95.17,14.33,31.83,9,0.9989914945321993
B농가,1.0,6.0,1022.83,94.67,12.17,24.5,9,0.9997934386391252
B농가,1.0,6.0,1022.5,92.83,11.33,16.0,9,0.9993924665856622
B농가,1.0,6.0,1022.33,95.5,11.0,8.5,9,0.9991859052247875
B농가,1.0,6.0,1022.5,96.0,10.83,4.5,9,0.9993924665856622
B농가,1.0,6.0,1022.5,95.83,9.67,0.0,9,0.9993924665856622
B농가,1.0,6.0,1022.67,96.83,10.0,0.0,9,0.999599027946537
B농가,1.0,6.0,1022.17,97.0,9.67,0.0,9,0.9989914945321993
B농가,1.0,6.0,1022.17,96.33,8.33,0.0,9,0.9989914945321993
B농가,1.0,6.0,1022.5,96.83,8.5,0.0,9,0.9993924665856622
B농가,1.0,6.0,1022.33,98.17,8.83,0.0,9,0.9991859052247875
B농가,1.0,6.0,1022.33,97.33,9.0,0.0,10,0.9991859052247875
B농가,1.0,6.0,1022.33,98.17,9.0,0.0,10,0.9991859052247875
B농가,1.0,6.0,1022.33,97.83,9.0,0.0,10,0.9991859052247875
B농가,1.0,6.0,1022.5,97.5,9.0,0.0,10,0.9993924665856622
B농가,1.0,6.0,1022.33,97.83,8.5,0.0,10,0.9991859052247875
B농가,1.0,6.0,1022.67,94.0,9.17,0.0,10,0.999599027946537
B농가,1.0,6.0,1022.33,89.17,9.5,0.0,10,0.9991859052247875
B농가,1.0,6.0,1022.17,88.67,9.5,6.67,10,0.9989914945321993
B농가,1.0,6.0,1022.17,88.17,10.83,96.17,10,0.9989914945321993
B농가,1.0,6.0,1022.33,78.83,17.0,211.17,10,0.9991859052247875
B농가,1.0,6.0,1022.83,77.83,17.67,211.83,10,0.9997934386391252
B농가,1.0,6.0,1022.67,86.5,14.83,119.0,10,0.999599027946537
B농가,1.0,6.0,1022.5,90.17,12.67,43.0,10,0.9993924665856622
B농가,1.0,6.0,1022.17,85.0,16.83,128.5,10,0.9989914945321993
B농가,1.0,6.0,1022.5,91.67,13.0,54.67,10,0.9993924665856622
B농가,1.0,6.0,1022.5,78.17,19.17,182.83,10,0.9993924665856622
B농가,1.0,6.0,1022.83,89.33,14.5,33.5,10,0.9997934386391252
B농가,1.0,6.0,1022.33,93.67,10.83,0.67,10,0.9991859052247875
B농가,1.0,6.0,1022.33,93.83,8.5,0.0,10,0.9991859052247875
B농가,1.0,6.0,1022.17,95.67,8.67,0.0,10,0.9989914945321993
B농가,1.0,6.0,1022.67,97.0,8.17,0.0,10,0.999599027946537
B농가,1.0,6.0,1022.33,96.67,8.0,0.0,10,0.9991859052247875
B농가,1.0,6.0,1022.33,96.83,8.5,0.0,10,0.9991859052247875
B농가,1.0,6.0,1022.5,94.5,8.5,0.0,10,0.9993924665856622
B농가,1.0,6.0,1022.67,92.5,9.17,0.0,10,0.999599027946537
B농가,1.0,6.0,1022.5,92.17,8.83,0.0,10,0.9993924665856622
B농가,1.0,6.0,1022.33,91.67,8.83,0.0,10,0.9991859052247875
B농가,1.0,6.0,1022.0,92.5,8.5,0.0,10,0.9987849331713244
B농가,1.0,6.0,1022.67,90.67,8.83,0.0,10,0.999599027946537
B농가,1.0,6.0,1022.33,87.5,9.33,0.0,10,0.9991859052247875
B농가,1.0,6.0,1022.17,90.17,8.83,0.0,10,0.9989914945321993
B농가,1.0,6.0,1022.5,90.83,9.17,1.0,10,0.9993924665856622
B농가,1.0,6.0,1022.17,91.33,9.0,10.0,10,0.9989914945321993
B농가,1.0,6.0,1022.5,89.33,10.67,28.83,10,0.9993924665856622
B농가,1.0,6.0,1022.5,86.0,14.83,127.83,10,0.9993924665856622
B농가,1.0,6.0,1022.67,79.83,19.0,182.67,10,0.999599027946537
B농가,1.0,6.0,1022.33,66.0,21.5,338.17,10,0.9991859052247875
B농가,1.0,6.0,1022.33,66.67,19.5,354.17,10,0.9991859052247875
B농가,1.0,6.0,1022.5,60.0,21.0,326.67,10,0.9993924665856622
B농가,1.0,6.0,1022.33,56.67,19.17,224.5,10,0.9991859052247875
B농가,1.0,6.0,1022.67,83.83,17.17,62.83,10,0.999599027946537
B농가,1.0,6.0,1022.67,92.5,12.67,2.5,10,0.999599027946537
B농가,1.0,6.0,1022.83,95.0,11.17,0.0,10,0.9997934386391252
B농가,1.0,6.0,1022.17,95.17,10.5,0.0,10,0.9989914945321993
B농가,1.0,6.0,1022.83,95.33,9.83,0.0,10,0.9997934386391252
B농가,1.0,6.0,1022.33,95.67,9.33,0.0,10,0.9991859052247875
B농가,1.0,6.0,1022.5,91.67,8.83,0.0,10,0.9993924665856622
B농가,1.0,6.0,1022.83,94.17,8.67,0.0,10,0.9997934386391252
B농가,1.0,6.0,1022.33,93.0,8.83,0.0,10,0.9991859052247875
B농가,1.0,6.0,1022.33,93.83,8.83,0.0,10,0.9991859052247875
B농가,1.0,6.0,1022.5,93.0,8.67,0.0,10,0.9993924665856622
B농가,1.0,6.0,1022.67,95.67,9.0,0.0,10,0.999599027946537
B농가,1.0,6.0,1022.33,97.0,8.33,0.0,10,0.9991859052247875
B농가,1.0,6.0,1022.67,96.17,8.0,0.0,10,0.999599027946537
B농가,1.0,6.0,1022.17,94.0,8.83,0.0,10,0.9989914945321993
B농가,1.0,6.0,1022.17,90.17,9.17,9.67,10,0.9989914945321993
B농가,1.0,6.0,1022.33,90.0,10.33,62.17,10,0.9991859052247875
B농가,1.0,6.0,1022.67,82.67,16.0,226.17,10,0.999599027946537
B농가,1.0,6.0,1022.67,77.5,20.0,240.5,10,0.999599027946537
B농가,1.0,6.0,1022.33,68.0,20.67,279.33,10,0.9991859052247875
B농가,1.0,6.0,1022.5,74.17,21.5,202.67,10,0.9993924665856622
B농가,1.0,6.0,1022.5,67.83,20.67,222.0,10,0.9993924665856622
B농가,1.0,6.0,1022.83,77.83,20.83,145.5,10,0.9997934386391252
B농가,1.0,6.0,1022.67,78.5,19.5,138.17,10,0.999599027946537
B농가,1.0,6.0,1022.83,89.0,16.67,35.67,10,0.9997934386391252
B농가,1.0,6.0,1022.83,97.17,14.0,2.67,10,0.9997934386391252
B농가,1.0,6.0,1022.83,99.33,13.0,0.0,10,0.9997934386391252
B농가,1.0,6.0,1022.33,97.83,12.0,0.0,10,0.9991859052247875
B농가,1.0,6.0,1022.5,96.83,10.83,0.0,10,0.9993924665856622
B농가,1.0,6.0,1022.83,97.0,10.0,0.0,10,0.9997934386391252
B농가,1.0,6.0,1022.33,96.67,9.0,0.0,10,0.9991859052247875
B농가,1.0,6.0,1022.5,96.67,9.0,0.0,10,0.9993924665856622
B농가,1.0,6.0,1022.67,96.67,8.33,0.0,10,0.999599027946537
B농가,1.0,6.0,1022.5,94.17,9.0,0.0,10,0.9993924665856622
B농가,1.0,6.0,1022.67,92.5,9.0,0.0,10,0.999599027946537
B농가,1.0,6.0,1022.33,90.33,9.33,0.0,10,0.9991859052247875
B농가,1.0,6.0,1022.17,90.5,9.17,0.0,10,0.9989914945321993
B농가,1.0,6.0,1022.17,90.33,9.0,0.0,10,0.9989914945321993
B농가,1.0,6.0,1022.5,89.0,9.33,0.0,10,0.9993924665856622
B농가,1.0,6.0,1022.17,89.0,9.0,7.67,10,0.9989914945321993
B농가,1.0,5.83,1022.33,87.67,10.5,104.0,10,0.9991859052247875
B농가,1.0,6.0,1022.25,82.25,13.5,223.5,10,0.9990886998784934
B농가,1.0,6.0,743.75,77.25,18.75,392.0,10,0.6606925880923451
B농가,0.83,6.0,487.33,76.33,20.0,470.17,10,0.3491251518833536
B농가,0.0,6.0,491.33,61.5,20.5,497.17,10,0.3539854191980559
B농가,0.0,6.0,491.33,61.0,20.83,466.33,10,0.3539854191980559
B농가,0.0,6.0,445.67,57.5,19.5,385.5,10,0.29850546780072906
B농가,0.0,6.0,229.33,65.67,20.33,256.67,10,0.035637910085054694
B농가,0.0,6.0,236.0,90.33,17.33,89.33,10,0.04374240583232078
B농가,0.0,6.0,226.67,98.67,12.0,4.5,10,0.03240583232077763
B농가,0.0,6.0,234.67,96.33,11.0,0.0,10,0.042126366950182244
B농가,0.0,6.0,233.33,92.67,10.33,0.0,10,0.040498177399757
B농가,0.0,6.0,237.33,97.5,9.5,0.0,10,0.04535844471445931
B농가,0.0,6.0,234.67,97.17,10.0,0.0,10,0.042126366950182244
B농가,0.0,6.0,241.33,97.0,9.83,0.0,10,0.050218712029161616
B농가,0.0,6.0,241.33,98.33,9.0,0.0,10,0.050218712029161616
B농가,0.0,6.0,241.33,96.5,9.0,0.0,10,0.050218712029161616
B농가,0.0,6.0,236.0,98.67,8.67,0.0,10,0.04374240583232078
B농가,0.0,6.0,241.33,95.0,8.67,0.0,10,0.050218712029161616
B농가,0.0,6.0,229.33,95.17,8.5,0.0,10,0.035637910085054694
B농가,0.0,6.0,228.0,97.0,8.0,0.0,10,0.03402187120291616
B농가,0.0,6.0,233.33,98.0,7.67,0.0,10,0.040498177399757
B농가,0.0,6.0,232.0,95.5,7.83,0.0,10,0.038882138517618466
B농가,0.0,6.0,238.67,94.33,8.0,19.83,10,0.04698663426488455
B농가,0.0,6.0,220.0,93.33,11.5,155.17,10,0.024301336573511544
B농가,0.67,6.0,230.67,91.5,18.67,268.0,10,0.037266099635479936
B농가,1.0,6.0,238.67,76.67,19.0,392.0,10,0.04698663426488455
B농가,1.0,6.0,244.0,75.33,20.5,470.17,10,0.053462940461725394
B농가,0.33,5.67,284.83,52.83,20.33,454.17,10,0.10307411907654919
B농가,1.0,5.5,429.83,45.17,22.33,349.67,10,0.27925880923450785
B농가,1.0,5.5,417.33,41.67,22.0,283.5,10,0.26407047387606314
B농가,1.0,5.5,412.83,45.67,21.17,184.5,10,0.25860267314702307
B농가,1.0,6.0,413.83,65.83,18.67,55.0,10,0.2598177399756986
B농가,1.0,6.0,468.67,74.0,12.67,3.5,10,0.3264520048602673
B농가,1.0,6.0,517.83,73.5,10.5,0.0,10,0.38618469015795875
B농가,1.0,6.0,565.83,73.17,9.33,0.0,10,0.44450789793438644
B농가,1.0,6.0,594.17,73.33,8.5,0.0,10,0.4789428918590522
B농가,1.0,6.0,626.5,71.33,9.33,0.0,10,0.5182260024301336
B농가,1.0,6.0,647.67,71.33,8.67,0.0,10,0.5439489671931955
B농가,1.0,6.0,669.17,69.67,8.83,0.0,10,0.5700729040097204
B농가,1.0,6.0,448.67,69.17,8.83,0.0,10,0.3021506682867558
B농가,1.0,6.0,374.17,69.5,8.5,0.0,10,0.21162818955042528
B농가,1.0,6.0,214.67,71.5,8.67,0.0,10,0.0178250303766707
B농가,1.0,6.0,216.0,69.33,9.0,0.0,10,0.019441069258809233
B농가,1.0,6.0,213.33,68.67,9.0,0.0,10,0.016196840826245458
B농가,1.0,6.0,209.33,68.83,8.83,0.0,10,0.01133657351154315
B농가,1.0,6.0,222.67,68.33,8.67,0.0,10,0.02754556500607532
B농가,1.0,6.0,210.67,68.0,9.67,7.83,10,0.012964763061968393
B농가,1.0,6.0,293.33,67.83,10.67,97.67,10,0.1134021871202916
B농가,1.0,6.0,557.17,68.83,16.83,222.67,10,0.43398541919805583
B농가,1.0,6.0,422.0,65.5,21.5,279.67,10,0.26974483596597815
B농가,1.0,5.83,407.0,57.67,22.0,360.17,10,0.2515188335358445
B농가,1.0,5.83,427.33,49.17,22.17,345.83,10,0.27622114216281896
B농가,1.0,5.83,411.83,57.5,21.17,229.83,10,0.2573876063183475
B농가,1.0,6.0,420.17,48.5,21.33,294.33,10,0.26752126366950185
B농가,1.0,5.5,406.83,50.33,21.17,178.0,10,0.2513122721749696
B농가,1.0,5.83,366.33,72.67,20.0,53.67,10,0.20210206561360872
B농가,1.0,5.83,400.0,76.83,14.5,2.67,10,0.24301336573511542
B농가,1.0,6.0,467.0,75.33,12.0,0.0,10,0.3244228432563791
B농가,1.0,6.0,519.33,75.5,11.0,0.0,10,0.3880072904009721
B농가,1.0,6.0,554.83,76.83,11.0,0.0,10,0.43114216281895507
B농가,1.0,6.0,596.33,77.83,11.0,0.0,10,0.48156743620899156
B농가,1.0,6.0,631.33,77.0,11.0,0.0,10,0.5240947752126367
B농가,1.0,6.0,659.5,78.17,11.0,0.0,10,0.5583232077764277
B농가,1.0,6.0,519.5,78.67,11.0,0.0,10,0.3882138517618469
B농가,1.0,6.0,218.67,80.0,12.0,0.0,10,0.02268529769137301
B농가,1.0,6.0,213.33,80.67,12.0,0.0,10,0.016196840826245458
B농가,1.0,6.0,208.0,81.17,12.5,0.0,10,0.009720534629404616
B농가,1.0,6.0,212.0,82.33,13.0,0.0,10,0.014580801944106925
B농가,1.0,6.0,220.0,83.83,13.0,0.0,10,0.024301336573511544
B농가,1.0,6.0,218.67,82.0,12.83,0.0,10,0.02268529769137301
B농가,1.0,6.0,217.33,81.33,12.5,4.5,10,0.02105710814094777
B농가,1.0,6.0,220.0,80.33,13.83,54.67,10,0.024301336573511544
B농가,1.0,6.0,432.0,76.83,17.67,124.0,10,0.2818955042527339
B농가,1.0,6.0,522.0,72.33,19.83,169.0,10,0.39125151883353587
B농가,1.0,6.0,426.5,62.33,21.83,281.67,10,0.2752126366950182
B농가,1.0,5.83,427.83,55.5,21.67,214.33,10,0.27682867557715674
B농가,1.0,6.0,439.0,44.5,21.5,302.0,10,0.29040097205346294
B농가,1.0,5.67,425.33,40.17,21.33,260.67,10,0.2737910085054678
B농가,1.0,5.5,390.5,49.83,20.67,156.17,10,0.23147023086269744
B농가,1.0,6.0,370.33,72.67,18.33,53.17,10,0.20696233292831104
B농가,1.0,6.0,404.0,76.67,14.33,3.5,10,0.24787363304981774
B농가,1.0,6.0,474.67,80.33,13.0,0.0,10,0.3337424058323208
B농가,1.0,6.0,523.33,81.67,13.0,0.0,10,0.3928675577156744
B농가,1.0,6.0,572.17,80.0,12.67,0.0,10,0.4522114216281895
B농가,1.0,6.0,621.0,78.5,11.83,0.0,10,0.511543134872418
B농가,1.0,6.0,649.83,78.5,11.83,0.0,10,0.5465735115431349
B농가,1.0,6.0,681.33,77.17,11.0,0.0,10,0.5848481166464156
B농가,1.0,6.0,448.33,76.17,9.83,0.0,11,0.30173754556500604
B농가,1.0,6.0,213.33,74.17,8.83,0.0,11,0.016196840826245458
B농가,1.0,6.0,221.33,73.0,8.83,0.0,11,0.025917375455650076
B농가,1.0,6.0,217.33,73.5,8.33,0.0,11,0.02105710814094777
B농가,1.0,6.0,216.0,71.17,8.83,0.0,11,0.019441069258809233
B농가,1.0,6.0,209.33,69.83,9.0,0.0,11,0.01133657351154315
B농가,1.0,6.0,214.67,70.83,9.0,0.0,11,0.0178250303766707
B농가,1.0,6.0,214.67,71.17,8.5,7.83,11,0.0178250303766707
B농가,1.0,6.0,508.5,70.17,10.33,79.5,11,0.37484811664641554
B농가,1.0,6.0,487.17,71.83,16.67,211.33,11,0.3489307411907655
B농가,1.0,6.0,373.0,63.5,19.67,228.0,11,0.21020656136087484
B농가,1.0,6.0,379.83,65.33,18.83,240.0,11,0.21850546780072902
B농가,1.0,6.0,345.17,70.33,18.33,198.83,11,0.17639125151883356
B농가,1.0,5.83,397.67,59.0,20.83,373.67,11,0.24018226002430135
B농가,1.0,5.67,403.17,58.5,18.5,230.67,11,0.24686512758201704
B농가,1.0,6.0,403.67,62.17,18.5,138.5,11,0.24747266099635482
B농가,1.0,6.0,364.0,71.83,17.33,59.0,11,0.19927095990279464
B농가,1.0,6.0,395.0,72.5,11.17,3.5,11,0.23693803159173754
B농가,1.0,6.0,454.67,71.67,8.67,0.0,11,0.30944106925880926
B농가,1.0,6.0,507.5,70.17,9.67,0.0,11,0.37363304981774
B농가,1.0,6.0,551.5,72.0,8.83,0.0,11,0.4270959902794654
B농가,1.0,6.0,589.0,68.33,9.67,0.0,11,0.4726609963547995
B농가,1.0,6.0,619.67,68.0,9.17,0.0,11,0.5099270959902794
B농가,1.0,6.0,641.67,66.0,9.33,0.0,11,0.5366585662211422
B농가,1.0,6.0,664.33,66.33,9.17,0.0,11,0.5641919805589308
B농가,1.0,6.0,605.33,67.17,8.83,0.0,11,0.49250303766707176
B농가,1.0,6.0,372.33,66.0,9.33,0.0,11,0.20939246658566218
B농가,1.0,6.0,209.33,63.83,8.83,0.0,11,0.01133657351154315
B농가,1.0,6.0,209.33,63.67,9.33,0.0,11,0.01133657351154315
B농가,1.0,6.0,214.67,62.5,9.33,0.0,11,0.0178250303766707
B농가,1.0,6.0,213.33,63.67,8.83,0.0,11,0.016196840826245458
B농가,1.0,6.0,220.0,63.5,9.0,4.33,11,0.024301336573511544
B농가,1.0,6.0,433.5,65.17,11.17,103.17,11,0.28371810449574725
B농가,1.0,6.0,505.83,67.5,16.5,225.67,11,0.37160388821385176
B농가,1.0,6.0,349.33,69.67,20.17,273.33,11,0.18144592952612393
B농가,1.0,5.83,345.33,64.33,20.67,367.0,11,0.1765856622114216
B농가,1.0,6.0,403.17,44.17,18.83,383.5,11,0.24686512758201704
B농가,1.0,5.0,403.5,44.67,20.0,356.67,11,0.24726609963547996
B농가,1.0,5.0,405.5,48.17,19.67,290.0,11,0.2496962332928311
B농가,1.0,5.17,393.5,58.17,20.17,157.67,11,0.23511543134872417
B농가,1.0,6.0,352.33,71.33,17.67,51.83,11,0.18509113001215066
B농가,1.0,6.0,391.5,72.17,10.67,2.5,11,0.23268529769137303
B농가,1.0,6.0,453.17,70.17,8.83,0.0,11,0.30761846901579587
B농가,1.0,6.0,503.0,68.33,9.17,0.0,11,0.36816524908869985
B농가,1.0,6.0,545.83,68.83,9.0,0.0,11,0.4202065613608749
B농가,1.0,6.0,583.5,67.67,9.17,0.0,11,0.46597812879708383
B농가,1.0,6.0,621.67,68.5,9.0,0.0,11,0.5123572296476305
B농가,1.0,6.0,650.5,68.0,8.67,0.0,11,0.5473876063183475
B농가,1.0,6.0,672.17,67.5,8.83,0.0,11,0.5737181044957472
B농가,1.0,6.0,457.33,65.83,9.17,0.0,11,0.31267314702308624
B농가,1.0,6.0,296.5,68.83,9.0,0.0,11,0.1172539489671932
B농가,1.0,6.0,205.33,70.83,8.5,0.0,11,0.006476306196840842
B농가,1.0,6.0,208.0,69.33,9.17,0.0,11,0.009720534629404616
B농가,1.0,6.0,216.0,69.33,9.33,0.0,11,0.019441069258809233
B농가,1.0,6.0,213.33,72.5,8.33,0.0,11,0.016196840826245458
B농가,1.0,6.0,213.33,71.5,8.5,6.83,11,0.016196840826245458
B농가,1.0,6.0,373.0,70.33,9.5,63.83,11,0.21020656136087484
B농가,1.0,6.0,546.0,72.17,15.0,190.5,11,0.4204131227217497
B농가,1.0,6.0,387.0,71.83,19.5,253.5,11,0.22721749696233293
B농가,1.0,5.83,373.33,57.33,19.5,271.33,11,0.21060753341433777
B농가,1.0,5.0,384.17,54.33,21.17,348.0,11,0.22377885783718107
B농가,1.0,5.0,388.17,66.0,20.83,170.83,11,0.22863912515188337
B농가,1.0,5.0,326.17,76.33,19.33,105.83,11,0.1533049817739976
B농가,1.0,5.0,335.5,78.33,15.83,24.0,11,0.1646415552855407
B농가,1.0,5.0,384.17,79.33,13.5,10.5,11,0.22377885783718107
B농가,1.0,5.0,440.67,77.67,11.67,0.0,11,0.29243013365735115
B농가,1.0,5.0,493.67,77.67,11.0,0.0,11,0.35682867557715675
B농가,1.0,5.0,541.17,77.17,10.67,0.0,11,0.4145443499392466
B농가,1.0,5.0,586.67,77.83,10.0,0.0,11,0.4698298906439854
B농가,1.0,5.0,608.83,78.5,10.0,0.0,11,0.4967557715674363
B농가,1.0,5.0,639.83,77.5,10.0,0.0,11,0.5344228432563791
B농가,1.0,5.0,668.33,77.5,10.0,0.0,11,0.5690522478736331
B농가,1.0,5.0,609.5,77.67,10.0,0.0,11,0.4975698663426488
B농가,1.0,5.0,222.67,77.83,9.67,0.0,11,0.02754556500607532
B농가,1.0,5.0,218.67,77.33,9.5,0.0,11,0.02268529769137301
B농가,1.0,5.0,208.0,77.5,9.0,0.0,11,0.009720534629404616
B농가,1.0,5.0,216.0,77.17,9.0,0.0,11,0.019441069258809233
B농가,1.0,5.0,216.0,76.83,9.0,0.0,11,0.019441069258809233
B농가,1.0,5.0,216.0,76.83,9.0,0.0,11,0.019441069258809233
B농가,1.0,5.0,217.33,77.83,9.0,0.0,11,0.02105710814094777
B농가,1.0,5.0,217.33,78.67,9.17,4.0,11,0.02105710814094777
B농가,1.0,5.0,218.67,78.17,10.33,17.5,11,0.02268529769137301
