"행정구역","2024년01월_계_총인구수","2024년01월_계_연령구간인구수","2024년01월_계_0~9세","2024년01월_계_10~19세","2024년01월_계_20~29세","2024년01월_계_30~39세","2024년01월_계_40~49세","2024년01월_계_50~59세","2024년01월_계_60~69세","2024년01월_계_70~79세","2024년01월_계_80~89세","2024년01월_계_90~99세","2024년01월_계_100세 이상","2024년01월_남_총인구수","2024년01월_남_연령구간인구수","2024년01월_남_0~9세","2024년01월_남_10~19세","2024년01월_남_20~29세","2024년01월_남_30~39세","2024년01월_남_40~49세","2024년01월_남_50~59세","2024년01월_남_60~69세","2024년01월_남_70~79세","2024년01월_남_80~89세","2024년01월_남_90~99세","2024년01월_남_100세 이상","2024년01월_여_총인구수","2024년01월_여_연령구간인구수","2024년01월_여_0~9세","2024년01월_여_10~19세","2024년01월_여_20~29세","2024년01월_여_30~39세","2024년01월_여_40~49세","2024년01월_여_50~59세","2024년01월_여_60~69세","2024년01월_여_70~79세","2024년01월_여_80~89세","2024년01월_여_90~99세","2024년01월_여_100세 이상","2024년02월_계_총인구수","2024년02월_계_연령구간인구수","2024년02월_계_0~9세","2024년02월_계_10~19세","2024년02월_계_20~29세","2024년02월_계_30~39세","2024년02월_계_40~49세","2024년02월_계_50~59세","2024년02월_계_60~69세","2024년02월_계_70~79세","2024년02월_계_80~89세","2024년02월_계_90~99세","2024년02월_계_100세 이상","2024년02월_남_총인구수","2024년02월_남_연령구간인구수","2024년02월_남_0~9세","2024년02월_남_10~19세","2024년02월_남_20~29세","2024년02월_남_30~39세","2024년02월_남_40~49세","2024년02월_남_50~59세","2024년02월_남_60~69세","2024년02월_남_70~79세","2024년02월_남_80~89세","2024년02월_남_90~99세","2024년02월_남_100세 이상","2024년02월_여_총인구수","2024년02월_여_연령구간인구수","2024년02월_여_0~9세","2024년02월_여_10~19세","2024년02월_여_20~29세","2024년02월_여_30~39세","2024년02월_여_40~49세","2024년02월_여_50~59세","2024년02월_여_60~69세","2024년02월_여_70~79세","2024년02월_여_80~89세","2024년02월_여_90~99세","2024년02월_여_100세 이상","2024년03월_계_총인구수","2024년03월_계_연령구간인구수","2024년03월_계_0~9세","2024년03월_계_10~19세","2024년03월_계_20~29세","2024년03월_계_30~39세","2024년03월_계_40~49세","2024년03월_계_50~59세","2024년03월_계_60~69세","2024년03월_계_70~79세","2024년03월_계_80~89세","2024년03월_계_90~99세","2024년03월_계_100세 이상","2024년03월_남_총인구수","2024년03월_남_연령구간인구수","2024년03월_남_0~9세","2024년03월_남_10~19세","2024년03월_남_20~29세","2024년03월_남_30~39세","2024년03월_남_40~49세","2024년03월_남_50~59세","2024년03월_남_60~69세","2024년03월_남_70~79세","2024년03월_남_80~89세","2024년03월_남_90~99세","2024년03월_남_100세 이상","2024년03월_여_총인구수","2024년03월_여_연령구간인구수","2024년03월_여_0~9세","2024년03월_여_10~19세","2024년03월_여_20~29세","2024년03월_여_30~39세","2024년03월_여_40~49세","2024년03월_여_50~59세","2024년03월_여_60~69세","2024년03월_여_70~79세","2024년03월_여_80~89세","2024년03월_여_90~99세","2024년03월_여_100세 이상","2024년04월_계_총인구수","2024년04월_계_연령구간인구수","2024년04월_계_0~9세","2024년04월_계_10~19세","2024년04월_계_20~29세","2024년04월_계_30~39세","2024년04월_계_40~49세","2024년04월_계_50~59세","2024년04월_계_60~69세","2024년04월_계_70~79세","2024년04월_계_80~89세","2024년04월_계_90~99세","2024년04월_계_100세 이상","2024년04월_남_총인구수","2024년04월_남_연령구간인구수","2024년04월_남_0~9세","2024년04월_남_10~19세","2024년04월_남_20~29세","2024년04월_남_30~39세","2024년04월_남_40~49세","2024년04월_남_50~59세","2024년04월_남_60~69세","2024년04월_남_70~79세","2024년04월_남_80~89세","2024년04월_남_90~99세","2024년04월_남_100세 이상","2024년04월_여_총인구수","2024년04월_여_연령구간인구수","2024년04월_여_0~9세","2024년04월_여_10~19세","2024년04월_여_20~29세","2024년04월_여_30~39세","2024년04월_여_40~49세","2024년04월_여_50~59세","2024년04월_여_60~69세","2024년04월_여_70~79세","2024년04월_여_80~89세","2024년04월_여_90~99세","2024년04월_여_100세 이상"
"경기도 용인시 (4146000000)","1,076,859","1,076,859","80,795","120,281","132,400","133,053","189,935","184,131","123,920","71,115","35,947","5,143","139","534,001","534,001","41,321","61,475","69,214","67,076","93,312","92,394","60,742","31,583","15,371","1,481","32","542,858","542,858","39,474","58,806","63,186","65,977","96,623","91,737","63,178","39,532","20,576","3,662","107","1,078,069","1,078,069","80,423","120,366","132,183","132,815","190,098","184,710","124,664","71,418","36,100","5,149","143","534,614","534,614","41,165","61,477","69,117","67,018","93,351","92,667","61,141","31,725","15,434","1,485","34","543,455","543,455","39,258","58,889","63,066","65,797","96,747","92,043","63,523","39,693","20,666","3,664","109","1,078,150","1,078,150","79,862","120,196","131,995","133,085","189,268","185,174","125,068","71,779","36,341","5,240","142","534,674","534,674","40,891","61,391","69,011","67,226","92,936","92,856","61,374","31,907","15,533","1,513","36","543,476","543,476","38,971","58,805","62,984","65,859","96,332","92,318","63,694","39,872","20,808","3,727","106","1,079,326","1,079,326","79,409","120,656","131,869","133,578","188,512","185,843","125,558","71,880","36,603","5,267","151","535,308","535,308","40,628","61,742","68,909","67,498","92,609","93,146","61,647","31,933","15,650","1,506","40","544,018","544,018","38,781","58,914","62,960","66,080","95,903","92,697","63,911","39,947","20,953","3,761","111"
"경기도 용인시 처인구 (4146100000)","261,719","261,719","17,225","24,637","32,608","32,258","42,639","46,114","37,735","18,233","8,841","1,395","34","134,372","134,372","8,841","12,755","17,858","17,497","22,301","23,784","19,149","8,545","3,302","335","5","127,347","127,347","8,384","11,882","14,750","14,761","20,338","22,330","18,586","9,688","5,539","1,060","29","262,954","262,954","17,300","24,762","32,618","32,470","42,904","46,307","37,975","18,341","8,869","1,374","34","135,013","135,013","8,881","12,804","17,873","17,607","22,428","23,911","19,266","8,598","3,308","332","5","127,941","127,941","8,419","11,958","14,745","14,863","20,476","22,396","18,709","9,743","5,561","1,042","29","263,469","263,469","17,248","24,739","32,574","32,652","42,853","46,401","38,136","18,526","8,902","1,405","33","135,279","135,279","8,855","12,777","17,838","17,731","22,415","23,931","19,361","8,700","3,330","336","5","128,190","128,190","8,393","11,962","14,736","14,921","20,438","22,470","18,775","9,826","5,572","1,069","28","265,475","265,475","17,322","25,283","32,602","33,209","42,893","46,707","38,395","18,632","8,976","1,419","37","136,386","136,386","8,877","13,162","17,853","18,028","22,458","24,060","19,490","8,768","3,350","334","6","129,089","129,089","8,445","12,121","14,749","15,181","20,435","22,647","18,905","9,864","5,626","1,085","31"
"경기도 용인시 기흥구 (4146300000)","437,751","437,751","32,439","50,022","55,299","52,489","77,652","76,122","48,215","28,527","14,784","2,132","70","215,786","215,786","16,647","25,541","28,862","26,377","37,741","37,889","23,230","12,447","6,389","646","17","221,965","221,965","15,792","24,481","26,437","26,112","39,911","38,233","24,985","16,080","8,395","1,486","53","437,677","437,677","32,133","49,963","55,254","52,238","77,428","76,456","48,499","28,641","14,833","2,162","70","215,738","215,738","16,518","25,465","28,855","26,326","37,605","38,009","23,374","12,507","6,410","651","18","221,939","221,939","15,615","24,498","26,399","25,912","39,823","38,447","25,125","16,134","8,423","1,511","52","437,633","437,633","31,831","49,932","55,226","52,302","76,961","76,715","48,699","28,732","14,959","2,205","71","215,770","215,770","16,389","25,469","28,857","26,390","37,353","38,141","23,475","12,558","6,453","666","19","221,863","221,863","15,442","24,463","26,369","25,912","39,608","38,574","25,224","16,174","8,506","1,539","52","437,123","437,123","31,547","49,868","55,158","52,220","76,516","76,919","48,865","28,679","15,061","2,218","72","215,496","215,496","16,239","25,423","28,801","26,382","37,126","38,228","23,602","12,499","6,509","667","20","221,627","221,627","15,308","24,445","26,357","25,838","39,390","38,691","25,263","16,180","8,552","1,551","52"
"경기도 용인시 수지구 (4146500000)","377,389","377,389","31,131","45,622","44,493","48,306","69,644","61,895","37,970","24,355","12,322","1,616","35","183,843","183,843","15,833","23,179","22,494","23,202","33,270","30,721","18,363","10,591","5,680","500","10","193,546","193,546","15,298","22,443","21,999","25,104","36,374","31,174","19,607","13,764","6,642","1,116","25","377,438","377,438","30,990","45,641","44,311","48,107","69,766","61,947","38,190","24,436","12,398","1,613","39","183,863","183,863","15,766","23,208","22,389","23,085","33,318","30,747","18,501","10,620","5,716","502","11","193,575","193,575","15,224","22,433","21,922","25,022","36,448","31,200","19,689","13,816","6,682","1,111","28","377,048","377,048","30,783","45,525","44,195","48,131","69,454","62,058","38,233","24,521","12,480","1,630","38","183,625","183,625","15,647","23,145","22,316","23,105","33,168","30,784","18,538","10,649","5,750","511","12","193,423","193,423","15,136","22,380","21,879","25,026","36,286","31,274","19,695","13,872","6,730","1,119","26","376,728","376,728","30,540","45,505","44,109","48,149","69,103","62,217","38,298","24,569","12,566","1,630","42","183,426","183,426","15,512","23,157","22,255","23,088","33,025","30,858","18,555","10,666","5,791","505","14","193,302","193,302","15,028","22,348","21,854","25,061","36,078","31,359","19,743","13,903","6,775","1,125","28"
"경기도 파주시 (4148000000)","499,883","499,883","40,143","52,083","56,524","69,661","84,420","83,197","62,208","31,138","17,821","2,622","66","253,229","253,229","20,562","26,450","30,689","36,236","43,488","43,116","31,320","14,043","6,649","660","16","246,654","246,654","19,581","25,633","25,835","33,425","40,932","40,081","30,888","17,095","11,172","1,962","50","502,453","502,453","40,331","52,312","56,514","70,038","85,027","83,675","62,645","31,321","17,874","2,650","66","254,463","254,463","20,667","26,584","30,624","36,414","43,824","43,337","31,510","14,140","6,686","660","17","247,990","247,990","19,664","25,728","25,890","33,624","41,203","40,338","31,135","17,181","11,188","1,990","49","503,547","503,547","40,307","52,327","56,298","70,513","85,035","83,843","63,069","31,475","17,922","2,689","69","254,942","254,942","20,652","26,619","30,524","36,637","43,800","43,377","31,715","14,222","6,710","666","20","248,605","248,605","19,655","25,708","25,774","33,876","41,235","40,466","31,354","17,253","11,212","2,023","49","504,999","504,999","40,350","52,438","56,181","70,954","85,082","84,223","63,410","31,514","18,062","2,719","66","255,652","255,652","20,673","26,677","30,456","36,848","43,828","43,570","31,892","14,248","6,767","674","19","249,347","249,347","19,677","25,761","25,725","34,106","41,254","40,653","31,518","17,266","11,295","2,045","47"
"경기도 이천시 (4150000000)","221,693","221,693","15,359","21,640","28,710","30,177","34,443","36,598","31,232","14,624","7,733","1,148","29","115,393","115,393","7,947","11,135","16,427","16,598","18,011","19,051","16,070","6,972","2,867","306","9","106,300","106,300","7,412","10,505","12,283","13,579","16,432","17,547","15,162","7,652","4,866","842","20","221,502","221,502","15,244","21,496","28,516","30,132","34,407","36,666","31,404","14,666","7,784","1,159","28","115,363","115,363","7,876","11,080","16,324","16,596","18,027","19,079","16,168","6,999","2,890","315","9","106,139","106,139","7,368","10,416","12,192","13,536","16,380","17,587","15,236","7,667","4,894","844","19","221,366","221,366","15,163","21,386","28,367","30,196","34,253","36,698","31,572","14,740","7,793","1,169","29","115,307","115,307","7,834","11,026","16,228","16,646","17,968","19,086","16,252","7,037","2,903","319","8","106,059","106,059","7,329","10,360","12,139","13,550","16,285","17,612","15,320","7,703","4,890","850","21","221,493","221,493","15,075","21,408","28,260","30,313","34,117","36,785","31,745","14,746","7,842","1,172","30","115,425","115,425","7,783","11,067","16,161","16,711","17,920","19,141","16,343","7,038","2,936","316","9","106,068","106,068","7,292","10,341","12,099","13,602","16,197","17,644","15,402","7,708","4,906","856","21"
"경기도 안성시 (4155000000)","189,406","189,406","11,212","17,379","21,995","21,698","29,242","33,022","29,810","15,230","8,448","1,333","37","97,965","97,965","5,825","9,012","12,129","12,041","15,662","17,522","15,171","7,251","3,042","305","5","91,441","91,441","5,387","8,367","9,866","9,657","13,580","15,500","14,639","7,979","5,406","1,028","32","190,209","190,209","11,254","17,383","22,120","21,810","29,320","33,160","29,984","15,332","8,450","1,359","37","98,371","98,371","5,859","8,993","12,191","12,114","15,692","17,594","15,258","7,306","3,041","319","4","91,838","91,838","5,395","8,390","9,929","9,696","13,628","15,566","14,726","8,026","5,409","1,040","33","190,425","190,425","11,166","17,378","22,165","21,831","29,287","33,174","30,101","15,428","8,482","1,374","39","98,476","98,476","5,822","8,982","12,227","12,130","15,664","17,588","15,313","7,360","3,063","322","5","91,949","91,949","5,344","8,396","9,938","9,701","13,623","15,586","14,788","8,068","5,419","1,052","34","190,853","190,853","11,132","17,507","22,095","21,911","29,214","33,304","30,215","15,507","8,541","1,388","39","98,717","98,717","5,812","9,033","12,218","12,173","15,639","17,626","15,382","7,415","3,086","328","5","92,136","92,136","5,320","8,474","9,877","9,738","13,575","15,678","14,833","8,092","5,455","1,060","34"
"경기도 김포시 (4157000000)","486,026","486,026","45,331","53,233","49,309","66,313","94,285","73,278","58,723","30,043","13,502","1,956","53","242,822","242,822","23,268","27,065","25,382","32,562","48,240","37,462","28,951","14,090","5,313","473","16","243,204","243,204","22,063","26,168","23,927","33,751","46,045","35,816","29,772","15,953","8,189","1,483","37","485,689","485,689","44,947","53,280","49,082","65,806","94,345","73,480","58,993","30,167","13,581","1,955","53","242,577","242,577","23,076","27,084","25,228","32,284","48,286","37,543","29,082","14,158","5,346","475","15","243,112","243,112","21,871","26,196","23,854","33,522","46,059","35,937","29,911","16,009","8,235","1,480","38","485,532","485,532","44,597","53,258","48,969","65,690","94,096","73,616","59,275","30,330","13,675","1,973","53","242,463","242,463","22,898","27,067","25,137","32,248","48,121","37,639","29,228","14,247","5,382","481","15","243,069","243,069","21,699","26,191","23,832","33,442","45,975","35,977","30,047","16,083","8,293","1,492","38","485,494","485,494","44,236","53,383","48,882","65,475","93,867","73,883","59,523","30,440","13,763","1,989","53","242,419","242,419","22,732","27,112","25,118","32,159","47,942","37,779","29,365","14,283","5,433","481","15","243,075","243,075","21,504","26,271","23,764","33,316","45,925","36,104","30,158","16,157","8,330","1,508","38"
"경기도 화성시 (4159000000)","946,582","946,582","94,789","110,527","110,890","155,528","183,909","139,337","91,752","38,992","17,975","2,807","76","491,662","491,662","48,490","56,164","60,079","82,229","96,801","74,555","47,406","18,599","6,723","603","13","454,920","454,920","46,299","54,363","50,811","73,299","87,108","64,782","44,346","20,393","11,252","2,204","63","948,358","948,358","94,602","110,715","110,676","155,328","184,490","140,040","92,361","39,190","18,032","2,845","79","492,568","492,568","48,414","56,284","59,924","82,111","97,137","74,867","47,752","18,689","6,760","618","12","455,790","455,790","46,188","54,431","50,752","73,217","87,353","65,173","44,609","20,501","11,272","2,227","67","949,912","949,912","94,171","110,851","110,582","155,826","184,326","140,689","92,988","39,462","18,058","2,881","78","493,348","493,348","48,198","56,364","59,796","82,428","97,060","75,171","48,073","18,837","6,773","634","14","456,564","456,564","45,973","54,487","50,786","73,398","87,266","65,518","44,915","20,625","11,285","2,247","64","951,179","951,179","93,772","111,068","110,452","156,148","184,076","141,405","93,422","39,663","18,192","2,903","78","493,982","493,982","48,012","56,455","59,704","82,652","96,877","75,550","48,277","18,970","6,827","644","14","457,197","457,197","45,760","54,613","50,748","73,496","87,199","65,855","45,145","20,693","11,365","2,259","64"
"경기도 화성시동부출장소 (4159200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 화성시동탄출장소 (4159400000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 광주시 (4161000000)","391,866","391,866","29,786","35,054","41,335","52,282","68,553","68,311","57,631","26,250","11,082","1,524","58","199,833","199,833","15,254","17,903","21,987","27,312","36,086","34,981","28,754","12,754","4,456","332","14","192,033","192,033","14,532","17,151","19,348","24,970","32,467","33,330","28,877","13,496","6,626","1,192","44","392,067","392,067","29,629","35,052","41,218","52,012","68,671","68,450","57,870","26,399","11,162","1,545","59","199,898","199,898","15,160","17,880","21,922","27,179","36,149","35,044","28,880","12,842","4,487","341","14","192,169","192,169","14,469","17,172","19,296","24,833","32,522","33,406","28,990","13,557","6,675","1,204","45","392,381","392,381","29,533","35,052","41,066","52,127","68,490","68,512","58,130","26,611","11,231","1,570","59","200,093","200,093","15,115","17,881","21,856","27,240","36,085","35,074","29,009","12,949","4,521","349","14","192,288","192,288","14,418","17,171","19,210","24,887","32,405","33,438","29,121","13,662","6,710","1,221","45","392,858","392,858","29,393","35,259","40,950","52,178","68,336","68,716","58,376","26,663","11,335","1,593","59","200,312","200,312","15,043","17,995","21,774","27,323","35,949","35,168","29,156","12,963","4,571","355","15","192,546","192,546","14,350","17,264","19,176","24,855","32,387","33,548","29,220","13,700","6,764","1,238","44"
"경기도 양주시 (4163000000)","269,658","269,658","21,747","27,029","29,816","34,275","44,163","45,795","37,056","18,873","9,461","1,388","55","136,127","136,127","11,043","13,744","15,821","17,722","22,620","23,689","18,686","8,827","3,646","312","17","133,531","133,531","10,704","13,285","13,995","16,553","21,543","22,106","18,370","10,046","5,815","1,076","38","272,378","272,378","22,186","27,276","30,038","34,852","44,650","46,095","37,300","19,007","9,517","1,402","55","137,420","137,420","11,246","13,879","15,889","18,001","22,888","23,797","18,796","8,914","3,672","321","17","134,958","134,958","10,940","13,397","14,149","16,851","21,762","22,298","18,504","10,093","5,845","1,081","38","275,284","275,284","22,503","27,354","30,246","35,749","44,975","46,497","37,702","19,172","9,601","1,427","58","138,795","138,795","11,386","13,929","15,964","18,444","23,052","23,987","19,005","8,992","3,693","325","18","136,489","136,489","11,117","13,425","14,282","17,305","21,923","22,510","18,697","10,180","5,908","1,102","40","276,970","276,970","22,569","27,466","30,401","36,203","45,097","46,864","37,940","19,245","9,685","1,441","59","139,607","139,607","11,439","13,965","16,034","18,674","23,128","24,145","19,136","9,011","3,724","333","18","137,363","137,363","11,130","13,501","14,367","17,529","21,969","22,719","18,804","10,234","5,961","1,108","41"
"경기도 포천시 (4165000000)","143,157","143,157","6,598","10,438","16,007","13,778","17,210","27,936","29,291","13,164","7,564","1,129","42","75,787","75,787","3,451","5,481","9,128","7,805","9,280","15,210","15,990","6,458","2,708","264","12","67,370","67,370","3,147","4,957","6,879","5,973","7,930","12,726","13,301","6,706","4,856","865","30","142,797","142,797","6,514","10,408","15,869","13,649","17,104","27,890","29,421","13,212","7,551","1,138","41","75,608","75,608","3,398","5,474","9,055","7,749","9,219","15,152","16,079","6,491","2,711","268","12","67,189","67,189","3,116","4,934","6,814","5,900","7,885","12,738","13,342","6,721","4,840","870","29","142,542","142,542","6,448","10,304","15,779","13,638","16,993","27,776","29,567","13,279","7,567","1,149","42","75,442","75,442","3,360","5,413","8,993","7,720","9,181","15,082","16,164","6,533","2,718","266","12","67,100","67,100","3,088","4,891","6,786","5,918","7,812","12,694","13,403","6,746","4,849","883","30","142,545","142,545","6,424","10,284","15,706","13,658","16,908","27,757","29,668","13,313","7,623","1,162","42","75,459","75,459","3,355","5,392","8,951","7,746","9,150","15,058","16,229","6,561","2,736","269","12","67,086","67,086","3,069","4,892","6,755","5,912","7,758","12,699","13,439","6,752","4,887","893","30"
"경기도 여주시 (4167000000)","114,336","114,336","6,183","9,205","11,182","11,257","15,423","20,439","21,772","11,558","6,288","996","33","58,157","58,157","3,167","4,826","6,075","6,047","7,883","10,674","11,147","5,667","2,439","227","5","56,179","56,179","3,016","4,379","5,107","5,210","7,540","9,765","10,625","5,891","3,849","769","28","114,275","114,275","6,129","9,147","11,128","11,210","15,412","20,421","21,878","11,611","6,303","1,003","33","58,156","58,156","3,151","4,795","6,068","6,011","7,878","10,663","11,215","5,689","2,450","231","5","56,119","56,119","2,978","4,352","5,060","5,199","7,534","9,758","10,663","5,922","3,853","772","28","114,289","114,289","6,102","9,095","11,060","11,234","15,389","20,383","21,950","11,705","6,321","1,018","32","58,176","58,176","3,147","4,776","6,028","6,020","7,866","10,644","11,253","5,751","2,454","232","5","56,113","56,113","2,955","4,319","5,032","5,214","7,523","9,739","10,697","5,954","3,867","786","27","114,372","114,372","6,060","9,162","11,018","11,201","15,340","20,421","22,034","11,741","6,342","1,019","34","58,169","58,169","3,116","4,776","6,012","6,010","7,846","10,640","11,306","5,765","2,460","232","6","56,203","56,203","2,944","4,386","5,006","5,191","7,494","9,781","10,728","5,976","3,882","787","28"
"경기도 연천군 (4180000000)","41,487","41,487","2,069","2,807","4,480","3,951","4,292","6,564","8,643","4,964","3,242","462","13","21,738","21,738","1,057","1,466","2,837","2,341","2,303","3,555","4,517","2,365","1,165","128","4","19,749","19,749","1,012","1,341","1,643","1,610","1,989","3,009","4,126","2,599","2,077","334","9","41,342","41,342","2,035","2,766","4,470","3,911","4,256","6,530","8,684","4,975","3,236","465","14","21,665","21,665","1,042","1,443","2,825","2,328","2,286","3,534","4,530","2,382","1,159","132","4","19,677","19,677","993","1,323","1,645","1,583","1,970","2,996","4,154","2,593","2,077","333","10","41,236","41,236","2,013","2,759","4,433","3,902","4,211","6,506","8,703","4,986","3,251","461","11","21,621","21,621","1,039","1,433","2,807","2,321","2,269","3,523","4,538","2,387","1,170","130","4","19,615","19,615","974","1,326","1,626","1,581","1,942","2,983","4,165","2,599","2,081","331","7","41,111","41,111","1,995","2,748","4,370","3,876","4,179","6,500","8,717","4,999","3,249","466","12","21,556","21,556","1,035","1,432","2,761","2,303","2,258","3,520","4,551","2,391","1,168","132","5","19,555","19,555","960","1,316","1,609","1,573","1,921","2,980","4,166","2,608","2,081","334","7"
"경기도 가평군 (4182000000)","62,274","62,274","2,741","4,333","5,674","5,454","7,402","10,856","13,643","7,447","4,097","608","19","32,087","32,087","1,394","2,202","3,261","3,017","3,935","5,782","7,054","3,650","1,614","172","6","30,187","30,187","1,347","2,131","2,413","2,437","3,467","5,074","6,589","3,797","2,483","436","13","62,249","62,249","2,722","4,296","5,656","5,421","7,365","10,866","13,694","7,490","4,103","615","21","32,069","32,069","1,384","2,188","3,254","2,984","3,916","5,792","7,089","3,666","1,618","172","6","30,180","30,180","1,338","2,108","2,402","2,437","3,449","5,074","6,605","3,824","2,485","443","15","62,245","62,245","2,698","4,287","5,615","5,456","7,319","10,867","13,708","7,539","4,118","617","21","32,034","32,034","1,371","2,177","3,230","2,983","3,901","5,785","7,099","3,688","1,624","171","5","30,211","30,211","1,327","2,110","2,385","2,473","3,418","5,082","6,609","3,851","2,494","446","16","62,281","62,281","2,686","4,276","5,620","5,466","7,253","10,894","13,754","7,554","4,144","612","22","32,056","32,056","1,371","2,174","3,238","2,974","3,864","5,798","7,131","3,696","1,635","169","6","30,225","30,225","1,315","2,102","2,382","2,492","3,389","5,096","6,623","3,858","2,509","443","16"
"경기도 양평군 (4183000000)","125,381","125,381","6,450","9,971","9,787","10,531","16,124","21,501","26,978","15,143","7,639","1,227","30","62,806","62,806","3,304","5,189","5,387","5,484","8,064","10,892","13,549","7,533","3,117","283","4","62,575","62,575","3,146","4,782","4,400","5,047","8,060","10,609","13,429","7,610","4,522","944","26","125,609","125,609","6,430","9,946","9,740","10,516","16,144","21,483","27,134","15,258","7,671","1,255","32","62,929","62,929","3,279","5,175","5,372","5,486","8,067","10,885","13,637","7,590","3,142","291","5","62,680","62,680","3,151","4,771","4,368","5,030","8,077","10,598","13,497","7,668","4,529","964","27","125,722","125,722","6,398","9,911","9,683","10,584","16,100","21,426","27,281","15,337","7,709","1,260","33","62,996","62,996","3,258","5,159","5,356","5,529","8,045","10,851","13,719","7,625","3,156","292","6","62,726","62,726","3,140","4,752","4,327","5,055","8,055","10,575","13,562","7,712","4,553","968","27","125,981","125,981","6,361","9,925","9,645","10,646","16,069","21,459","27,425","15,387","7,758","1,270","36","63,164","63,164","3,233","5,176","5,355","5,567","8,032","10,875","13,787","7,641","3,194","296","8","62,817","62,817","3,128","4,749","4,290","5,079","8,037","10,584","13,638","7,746","4,564","974","28"
"강원특별자치도  (5100000000)","1,526,243","1,526,243","90,366","128,578","162,579","158,398","208,077","262,738","275,626","142,417","84,362","12,701","401","767,496","767,496","46,163","66,641","91,001","84,661","105,875","135,654","138,097","65,855","30,664","2,791","94","758,747","758,747","44,203","61,937","71,578","73,737","102,202","127,084","137,529","76,562","53,698","9,910","307","1,524,624","1,524,624","89,958","128,147","161,471","157,843","207,426","262,842","276,123","143,015","84,572","12,820","407","766,727","766,727","45,895","66,443","90,519","84,429","105,570","135,665","138,364","66,171","30,753","2,821","97","757,897","757,897","44,063","61,704","70,952","73,414","101,856","127,177","137,759","76,844","53,819","9,999","310","1,524,198","1,524,198","89,419","128,054","161,073","157,984","206,369","262,422","276,822","143,763","84,887","12,987","418","766,562","766,562","45,644","66,408","90,313","84,481","105,101","135,423","138,724","66,642","30,871","2,852","103","757,636","757,636","43,775","61,646","70,760","73,503","101,268","126,999","138,098","77,121","54,016","10,135","315","1,523,661","1,523,661","89,050","128,063","160,485","157,955","205,342","262,506","277,500","143,818","85,463","13,062","417","766,338","766,338","45,416","66,436","90,011","84,481","104,530","135,457","139,169","66,729","31,127","2,880","102","757,323","757,323","43,634","61,627","70,474","73,474","100,812","127,049","138,331","77,089","54,336","10,182","315"
"동해출장소  (5110500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
