,시설아이디,주차,조사일자,표본번호,관부직경,엽병장,엽수,엽장,엽폭,개화수,초장,최종화방차수,화방 꽃수(소화수)
277,C농가,1,20230922,9,11.46,209.0,5.0,57.0,57.0,0.0,295.0,0.0,0.0
278,C농가,2,20230926,1,10.83,146.0,4.0,64.0,55.0,0.0,296.0,0.0,0.0
279,C농가,2,20230926,2,11.15,151.0,6.0,61.0,53.0,0.0,202.0,0.0,0.0
280,C농가,2,20230926,3,11.2,147.0,6.0,59.0,49.0,0.0,340.0,0.0,0.0
281,C농가,2,20230926,4,9.06,140.0,5.0,37.0,32.0,0.0,272.0,0.0,0.0
282,C농가,2,20230926,5,8.82,195.0,5.0,49.0,40.0,0.0,246.0,0.0,0.0
283,C농가,2,20230926,6,13.87,155.0,6.0,58.0,49.0,0.0,267.0,0.0,0.0
284,C농가,2,20230926,7,10.92,137.0,7.0,62.0,42.0,0.0,252.0,0.0,0.0
285,C농가,2,20230926,8,12.76,151.0,6.0,63.0,54.0,0.0,297.0,0.0,0.0
286,C농가,2,20230926,9,11.45,180.0,5.0,52.0,49.0,0.0,292.0,0.0,0.0
287,C농가,3,20231006,1,15.2,98.0,6.0,73.0,61.0,0.0,291.0,0.0,0.0
288,C농가,3,20231006,2,12.34,79.0,7.0,55.0,57.0,0.0,210.0,0.0,0.0
289,C농가,3,20231006,3,16.54,81.0,7.0,64.0,53.0,0.0,347.0,0.0,0.0
290,C농가,3,20231006,4,14.24,73.0,7.0,58.0,46.0,0.0,260.0,0.0,0.0
291,C농가,3,20231006,5,13.03,72.0,6.0,78.0,68.0,0.0,263.0,0.0,0.0
292,C농가,3,20231006,6,17.56,89.0,8.0,84.0,78.0,0.0,268.0,0.0,0.0
293,C농가,3,20231006,7,14.81,145.0,8.0,72.0,50.0,0.0,255.0,0.0,0.0
294,C농가,3,20231006,8,16.19,157.0,7.0,66.0,56.0,0.0,295.0,0.0,0.0
295,C농가,3,20231006,9,14.49,176.0,7.0,74.0,63.0,0.0,304.0,0.0,0.0
296,C농가,4,20231013,1,18.21,125.0,4.0,89.0,76.0,0.0,302.0,0.0,0.0
297,C농가,4,20231013,2,17.6,103.0,5.0,72.0,67.0,0.0,215.0,0.0,0.0
298,C농가,4,20231013,3,17.93,83.0,5.0,99.0,90.0,0.0,361.0,0.0,0.0
299,C농가,4,20231013,4,15.45,87.0,5.0,77.0,69.0,0.0,260.0,0.0,0.0
300,C농가,4,20231013,5,18.29,106.0,7.0,98.0,83.0,0.0,272.0,0.0,0.0
301,C농가,4,20231013,6,20.38,132.0,9.0,103.0,89.0,0.0,271.0,0.0,0.0
302,C농가,4,20231013,7,19.6,102.0,9.0,94.0,81.0,0.0,259.0,0.0,0.0
303,C농가,4,20231013,8,21.58,100.0,8.0,85.0,74.0,0.0,301.0,0.0,0.0
304,C농가,4,20231013,9,20.03,129.0,8.0,103.0,96.0,0.0,303.0,0.0,0.0
305,C농가,5,20231020,1,17.21,128.0,6.0,101.0,93.0,0.0,315.0,0.0,0.0
306,C농가,5,20231020,2,17.12,101.0,7.0,88.0,91.0,0.0,231.0,0.0,0.0
307,C농가,5,20231020,3,19.55,121.0,8.0,103.0,98.0,0.0,363.0,0.0,0.0
308,C농가,5,20231020,4,16.67,100.0,8.0,90.0,84.0,0.0,271.0,0.0,0.0
309,C농가,5,20231020,5,13.02,108.0,4.0,103.0,91.0,0.0,240.0,0.0,0.0
310,C농가,5,20231020,6,23.54,138.0,10.0,106.0,98.0,0.0,273.0,0.0,0.0
311,C농가,5,20231020,7,25.6,129.0,10.0,98.0,90.0,0.0,261.0,0.0,0.0
312,C농가,5,20231020,8,18.35,100.0,9.0,93.0,91.0,0.0,305.0,0.0,0.0
313,C농가,5,20231020,9,19.29,151.0,7.0,102.0,94.0,0.0,320.0,0.0,0.0
314,C농가,6,20231027,1,20.83,135.0,4.0,102.0,94.0,0.0,255.0,0.0,0.0
315,C농가,6,20231027,2,19.91,111.0,5.0,98.0,101.0,0.0,237.0,0.0,0.0
316,C농가,6,20231027,3,20.35,119.0,5.0,109.0,100.0,0.0,246.0,1.0,0.0
317,C농가,6,20231027,4,14.08,118.0,4.0,98.0,92.0,0.0,224.0,0.0,0.0
318,C농가,6,20231027,5,15.56,138.0,4.0,102.0,91.0,0.0,252.0,0.0,0.0
319,C농가,6,20231027,6,20.35,142.0,5.0,103.0,104.0,0.0,285.0,0.0,0.0
320,C농가,6,20231027,7,21.14,134.0,5.0,109.0,98.0,0.0,271.0,0.0,0.0
321,C농가,6,20231027,8,20.05,102.0,5.0,104.0,100.0,0.0,240.0,0.0,0.0
322,C농가,6,20231027,9,19.07,158.0,5.0,109.0,105.0,0.0,285.0,0.0,0.0
323,C농가,7,20231103,1,22.25,135.0,5.0,102.0,95.0,0.0,259.0,1.0,0.0
324,C농가,7,20231103,2,20.98,130.0,8.0,100.0,100.0,0.0,242.0,1.0,0.0
325,C농가,7,20231103,3,23.82,117.0,6.0,111.0,103.0,0.0,251.0,1.0,0.0
326,C농가,7,20231103,4,16.4,119.0,5.0,102.0,96.0,0.0,241.0,1.0,0.0
327,C농가,7,20231103,5,19.4,135.0,5.0,102.0,94.0,0.0,256.0,1.0,0.0
328,C농가,7,20231103,6,21.73,138.0,6.0,107.0,105.0,0.0,288.0,0.0,0.0
329,C농가,7,20231103,7,24.35,136.0,6.0,110.0,103.0,0.0,280.0,1.0,0.0
330,C농가,7,20231103,8,20.93,106.0,6.0,104.0,103.0,0.0,249.0,0.0,0.0
331,C농가,7,20231103,9,22.94,159.0,5.0,110.0,106.0,0.0,287.0,0.0,0.0
332,C농가,8,20231110,1,21.54,129.0,5.0,102.0,92.0,1.0,260.0,1.0,2.0
333,C농가,8,20231110,2,21.71,137.0,7.0,82.0,80.0,1.0,232.0,1.0,3.0
334,C농가,8,20231110,3,25.81,122.0,6.0,105.0,92.0,1.0,220.0,1.0,3.0
335,C농가,8,20231110,4,19.79,115.0,5.0,102.0,92.0,2.0,245.0,1.0,2.0
336,C농가,8,20231110,5,23.48,161.0,4.0,93.0,83.0,0.0,263.0,1.0,3.0
337,C농가,8,20231110,6,23.45,132.0,7.0,112.0,105.0,0.0,267.0,1.0,2.0
338,C농가,8,20231110,7,24.64,128.0,6.0,112.0,100.0,0.0,255.0,1.0,2.0
339,C농가,8,20231110,8,26.47,115.0,5.0,105.0,102.0,0.0,220.0,1.0,1.0
340,C농가,8,20231110,9,26.93,129.0,5.0,120.0,102.0,0.0,275.0,0.0,0.0
341,C농가,9,20231117,1,25.19,173.0,5.0,98.0,88.0,4.0,277.0,1.0,2.0
342,C농가,9,20231117,2,25.12,148.0,7.0,89.0,87.0,3.0,245.0,1.0,4.0
343,C농가,9,20231117,3,26.24,170.0,7.0,87.0,74.0,6.0,228.0,1.0,2.0
344,C농가,9,20231117,4,17.39,115.0,5.0,111.0,92.0,4.0,256.0,1.0,2.0
345,C농가,9,20231117,5,26.24,115.0,5.0,105.0,96.0,2.0,280.0,1.0,2.0
346,C농가,9,20231117,6,25.59,148.0,7.0,113.0,107.0,1.0,270.0,1.0,3.0
347,C농가,9,20231117,7,28.77,134.0,6.0,113.0,104.0,2.0,260.0,1.0,3.0
348,C농가,9,20231117,8,26.22,120.0,6.0,104.0,106.0,1.0,228.0,1.0,2.0
349,C농가,9,20231117,9,28.03,129.0,6.0,119.0,100.0,0.0,266.0,1.0,2.0
350,C농가,10,20231124,1,25.53,137.0,6.0,95.0,73.0,6.0,275.0,1.0,3.0
351,C농가,10,20231124,2,25.5,153.0,8.0,88.0,82.0,5.0,282.0,1.0,4.0
352,C농가,10,20231124,3,28.74,172.0,7.0,89.0,79.0,7.0,253.0,1.0,5.0
353,C농가,10,20231124,4,21.61,186.0,5.0,92.0,87.0,6.0,282.0,1.0,2.0
354,C농가,10,20231124,5,26.76,137.0,5.0,104.0,93.0,3.0,308.0,1.0,3.0
355,C농가,10,20231124,6,29.74,176.0,7.0,86.0,93.0,4.0,275.0,1.0,4.0
356,C농가,10,20231124,7,27.94,164.0,7.0,102.0,82.0,5.0,257.0,1.0,6.0
357,C농가,10,20231124,8,27.91,177.0,7.0,88.0,82.0,4.0,257.0,1.0,6.0
358,C농가,10,20231124,9,29.49,148.0,6.0,92.0,92.0,2.0,280.0,1.0,4.0
359,C농가,11,20231130,1,28.32,177.0,8.0,100.0,89.0,7.0,291.0,1.0,4.0
360,C농가,11,20231130,2,24.84,192.0,8.0,95.0,90.0,10.0,286.0,1.0,4.0
361,C농가,11,20231130,3,29.4,171.0,7.0,89.0,78.0,10.0,275.0,1.0,6.0
362,C농가,11,20231130,4,23.3,182.0,7.0,97.0,92.0,7.0,276.0,1.0,4.0
363,C농가,11,20231130,5,26.97,194.0,6.0,100.0,96.0,5.0,328.0,1.0,3.0
364,C농가,11,20231130,6,27.07,178.0,8.0,102.0,87.0,7.0,288.0,1.0,6.0
365,C농가,11,20231130,7,30.26,170.0,8.0,99.0,78.0,8.0,278.0,1.0,6.0
366,C농가,11,20231130,8,30.2,187.0,7.0,91.0,81.0,7.0,253.0,1.0,8.0
367,C농가,11,20231130,9,25.89,153.0,7.0,92.0,89.0,4.0,282.0,1.0,3.0
368,C농가,12,20231207,1,29.31,194.0,7.0,89.0,75.0,7.0,288.0,1.0,0.0
369,C농가,12,20231207,2,26.88,152.0,9.0,92.0,85.0,7.0,302.0,1.0,0.0
370,C농가,12,20231207,3,29.72,175.0,7.0,99.0,82.0,7.0,285.0,1.0,0.0
371,C농가,12,20231207,4,26.05,154.0,7.0,72.0,65.0,6.0,280.0,1.0,0.0
372,C농가,12,20231207,5,27.63,197.0,6.0,109.0,99.0,6.0,335.0,1.0,0.0
373,C농가,12,20231207,6,34.25,188.0,9.0,93.0,93.0,10.0,302.0,1.0,0.0
374,C농가,12,20231207,7,33.07,163.0,8.0,97.0,85.0,9.0,267.0,1.0,0.0
375,C농가,12,20231207,8,28.39,188.0,7.0,95.0,83.0,7.0,270.0,1.0,3.0
376,C농가,12,20231207,9,31.66,178.0,7.0,95.0,88.0,8.0,285.0,1.0,0.0
377,C농가,13,20231214,1,23.2,172.0,7.0,95.0,89.0,7.0,282.0,1.0,0.0
378,C농가,13,20231214,2,20.45,177.0,10.0,92.0,87.0,8.0,302.0,1.0,0.0
379,C농가,13,20231214,3,28.97,219.0,6.0,87.0,82.0,7.0,287.0,1.0,0.0
380,C농가,13,20231214,4,27.54,167.0,8.0,75.0,67.0,7.0,289.0,1.0,0.0
381,C농가,13,20231214,5,30.42,186.0,7.0,107.0,105.0,6.0,347.0,1.0,0.0
382,C농가,13,20231214,6,35.08,162.0,10.0,92.0,76.0,10.0,302.0,1.0,0.0
383,C농가,13,20231214,7,34.68,194.0,8.0,92.0,84.0,9.0,310.0,1.0,0.0
384,C농가,13,20231214,8,25.71,200.0,7.0,88.0,78.0,10.0,287.0,1.0,0.0
385,C농가,13,20231214,9,24.91,155.0,8.0,93.0,88.0,8.0,290.0,1.0,0.0
386,C농가,14,20231221,1,24.93,203.0,5.0,95.0,81.0,7.0,311.0,1.0,0.0
387,C농가,14,20231221,2,22.81,179.0,9.0,96.0,89.0,7.0,305.0,1.0,0.0
388,C농가,14,20231221,3,29.14,214.0,6.0,86.0,81.0,6.0,301.0,1.0,0.0
389,C농가,14,20231221,4,26.68,172.0,7.0,76.0,68.0,6.0,299.0,1.0,0.0
390,C농가,14,20231221,5,29.34,248.0,5.0,98.0,98.0,6.0,355.0,1.0,0.0
391,C농가,14,20231221,6,35.12,185.0,8.0,74.0,66.0,10.0,311.0,1.0,0.0
392,C농가,14,20231221,7,32.68,190.0,6.0,91.0,85.0,9.0,294.0,1.0,0.0
393,C농가,14,20231221,8,25.36,196.0,7.0,89.0,84.0,10.0,300.0,1.0,0.0
394,C농가,14,20231221,9,26.72,214.0,7.0,81.0,69.0,8.0,295.0,1.0,0.0
395,C농가,15,20231228,1,26.7,200.0,5.0,96.0,80.0,6.0,300.0,1.0,0.0
396,C농가,15,20231228,2,27.23,197.0,8.0,79.0,74.0,7.0,310.0,1.0,0.0
397,C농가,15,20231228,3,30.18,200.0,7.0,88.0,82.0,6.0,300.0,1.0,0.0
398,C농가,15,20231228,4,24.6,165.0,5.0,65.0,60.0,5.0,295.0,1.0,0.0
399,C농가,15,20231228,5,25.19,221.0,6.0,82.0,74.0,5.0,346.0,1.0,0.0
400,C농가,15,20231228,6,27.39,174.0,8.0,89.0,75.0,10.0,279.0,1.0,0.0
401,C농가,15,20231228,7,27.61,192.0,7.0,90.0,85.0,9.0,259.0,1.0,0.0
402,C농가,15,20231228,8,30.77,118.0,6.0,108.0,109.0,9.0,287.0,1.0,0.0
403,C농가,15,20231228,9,37.2,183.0,8.0,98.0,87.0,8.0,290.0,1.0,0.0
404,C농가,16,20240104,1,26.25,198.0,5.0,80.0,75.0,5.0,305.0,1.0,0.0
405,C농가,16,20240104,2,28.81,171.0,9.0,95.0,87.0,6.0,305.0,1.0,0.0
406,C농가,16,20240104,3,26.04,207.0,6.0,87.0,82.0,3.0,300.0,1.0,0.0
407,C농가,16,20240104,4,22.5,170.0,6.0,76.0,60.0,4.0,302.0,1.0,0.0
408,C농가,16,20240104,5,27.44,223.0,6.0,85.0,75.0,3.0,365.0,1.0,0.0
409,C농가,16,20240104,6,30.33,192.0,8.0,86.0,73.0,9.0,300.0,1.0,0.0
410,C농가,16,20240104,7,32.86,192.0,6.0,92.0,85.0,6.0,270.0,1.0,0.0
411,C농가,16,20240104,8,35.5,185.0,8.0,85.0,78.0,8.0,288.0,1.0,0.0
412,C농가,16,20240104,9,25.13,191.0,6.0,80.0,75.0,7.0,295.0,1.0,0.0
413,C농가,17,20240111,1,23.72,205.0,5.0,95.0,81.0,3.0,290.0,1.0,0.0
414,C농가,17,20240111,2,28.04,171.0,8.0,97.0,90.0,3.0,320.0,1.0,0.0
415,C농가,17,20240111,3,32.42,170.0,6.0,98.0,89.0,2.0,300.0,1.0,0.0
416,C농가,17,20240111,4,23.59,177.0,6.0,80.0,70.0,3.0,290.0,1.0,0.0
417,C농가,17,20240111,5,27.59,220.0,6.0,80.0,68.0,2.0,350.0,1.0,0.0
418,C농가,17,20240111,6,30.83,198.0,8.0,88.0,77.0,6.0,300.0,1.0,0.0
419,C농가,17,20240111,7,30.06,188.0,6.0,94.0,90.0,4.0,280.0,1.0,0.0
420,C농가,17,20240111,8,30.8,191.0,7.0,85.0,79.0,6.0,265.0,1.0,0.0
421,C농가,17,20240111,9,26.82,202.0,8.0,87.0,59.0,5.0,293.0,1.0,0.0
422,C농가,18,20240118,1,25.52,180.0,6.0,83.0,72.0,1.0,303.0,1.0,0.0
423,C농가,18,20240118,2,30.05,172.0,10.0,83.0,70.0,2.0,300.0,1.0,0.0
424,C농가,18,20240118,3,26.95,180.0,7.0,82.0,75.0,1.0,310.0,1.0,0.0
425,C농가,18,20240118,4,27.08,102.0,7.0,64.0,52.0,1.0,298.0,1.0,0.0
426,C농가,18,20240118,5,28.9,228.0,7.0,85.0,75.0,1.0,363.0,1.0,0.0
427,C농가,18,20240118,6,29.37,185.0,7.0,79.0,73.0,0.0,295.0,1.0,0.0
428,C농가,18,20240118,7,30.68,192.0,6.0,95.0,87.0,3.0,280.0,1.0,0.0
429,C농가,18,20240118,8,31.53,187.0,6.0,85.0,80.0,0.0,293.0,1.0,0.0
430,C농가,18,20240118,9,29.28,162.0,8.0,77.0,67.0,4.0,312.0,1.0,0.0
431,C농가,19,20240125,1,26.69,197.0,6.0,84.0,82.0,0.0,308.0,1.0,0.0
432,C농가,19,20240125,2,30.27,128.0,9.0,73.0,56.0,0.0,306.0,1.0,0.0
433,C농가,19,20240125,3,33.13,132.0,6.0,69.0,60.0,0.0,266.0,1.0,0.0
434,C농가,19,20240125,4,28.61,167.0,7.0,84.0,74.0,0.0,297.0,1.0,0.0
435,C농가,19,20240125,5,30.19,190.0,7.0,100.0,102.0,0.0,347.0,1.0,0.0
436,C농가,19,20240125,6,31.19,150.0,8.0,77.0,72.0,0.0,281.0,1.0,0.0
437,C농가,19,20240125,7,36.42,185.0,7.0,95.0,87.0,0.0,282.0,1.0,0.0
438,C농가,19,20240125,8,29.9,190.0,8.0,85.0,65.0,0.0,300.0,1.0,0.0
439,C농가,19,20240125,9,28.77,165.0,7.0,98.0,90.0,0.0,302.0,1.0,0.0
440,C농가,20,20240201,1,24.86,140.0,8.0,67.0,56.0,0.0,301.0,2.0,0.0
441,C농가,20,20240201,2,25.48,117.0,9.0,60.0,85.0,0.0,315.0,2.0,0.0
442,C농가,20,20240201,3,26.01,127.0,7.0,63.0,59.0,0.0,283.0,2.0,0.0
443,C농가,20,20240201,4,24.51,122.0,8.0,57.0,48.0,0.0,283.0,2.0,0.0
444,C농가,20,20240201,5,25.35,152.0,7.0,75.0,68.0,0.0,312.0,2.0,0.0
445,C농가,20,20240201,6,27.7,147.0,7.0,80.0,72.0,1.0,288.0,2.0,2.0
446,C농가,20,20240201,7,26.66,128.0,8.0,68.0,60.0,6.0,283.0,2.0,0.0
447,C농가,20,20240201,8,29.28,112.0,7.0,69.0,53.0,6.0,273.0,2.0,1.0
448,C농가,20,20240201,9,26.07,203.0,7.0,66.0,57.0,0.0,292.0,2.0,1.0
449,C농가,21,20240207,1,28.49,148.0,7.0,65.0,57.0,0.0,310.0,2.0,0.0
450,C농가,21,20240207,2,33.57,138.0,10.0,63.0,59.0,4.0,311.0,2.0,1.0
451,C농가,21,20240207,3,28.18,125.0,8.0,72.0,58.0,0.0,275.0,2.0,0.0
452,C농가,21,20240207,4,26.04,129.0,7.0,57.0,49.0,0.0,293.0,2.0,0.0
453,C농가,21,20240207,5,26.05,128.0,7.0,67.0,58.0,0.0,360.0,2.0,1.0
454,C농가,21,20240207,6,30.41,136.0,9.0,82.0,73.0,3.0,303.0,2.0,1.0
455,C농가,21,20240207,7,21.05,125.0,7.0,61.0,54.0,7.0,282.0,2.0,0.0
456,C농가,21,20240207,8,34.67,102.0,9.0,75.0,53.0,7.0,285.0,2.0,0.0
457,C농가,21,20240207,9,28.66,127.0,8.0,68.0,60.0,1.0,307.0,2.0,1.0
458,C농가,22,20240215,1,30.1,102.0,7.0,55.0,50.0,5.0,297.0,2.0,1.0
459,C농가,22,20240215,2,33.09,152.0,12.0,69.0,62.0,2.0,305.0,2.0,0.0
460,C농가,22,20240215,3,30.95,123.0,8.0,67.0,58.0,0.0,250.0,2.0,6.0
461,C농가,22,20240215,4,25.09,151.0,8.0,56.0,52.0,0.0,252.0,2.0,5.0
462,C농가,22,20240215,5,30.0,140.0,7.0,73.0,65.0,4.0,347.0,2.0,2.0
463,C농가,22,20240215,6,36.0,145.0,9.0,68.0,62.0,9.0,340.0,2.0,6.0
464,C농가,22,20240215,7,23.8,152.0,8.0,74.0,62.0,7.0,260.0,2.0,0.0
465,C농가,22,20240215,8,36.41,148.0,8.0,62.0,55.0,7.0,292.0,2.0,1.0
466,C농가,22,20240215,9,32.05,152.0,7.0,83.0,75.0,3.0,325.0,2.0,2.0
467,C농가,23,20240222,1,28.64,132.0,7.0,60.0,60.0,0.0,280.0,2.0,4.0
468,C농가,23,20240222,2,32.6,163.0,14.0,80.0,73.0,2.0,315.0,2.0,0.0
469,C농가,23,20240222,3,31.77,150.0,8.0,70.0,63.0,5.0,263.0,2.0,6.0
470,C농가,23,20240222,4,25.48,153.0,7.0,65.0,58.0,3.0,271.0,2.0,4.0
471,C농가,23,20240222,5,29.22,146.0,8.0,72.0,63.0,6.0,375.0,2.0,0.0
472,C농가,23,20240222,6,36.93,140.0,7.0,88.0,62.0,7.0,304.0,2.0,0.0
473,C농가,23,20240222,7,24.06,165.0,7.0,66.0,62.0,3.0,286.0,2.0,0.0
474,C농가,23,20240222,8,32.37,122.0,6.0,63.0,54.0,6.0,303.0,2.0,0.0
475,C농가,23,20240222,9,30.1,170.0,7.0,67.0,65.0,4.0,282.0,2.0,3.0
476,C농가,24,20240228,1,29.96,179.0,9.0,78.0,68.0,4.0,255.0,2.0,4.0
477,C농가,24,20240228,2,32.27,147.0,12.0,67.0,64.0,1.0,306.0,2.0,1.0
478,C농가,24,20240228,3,30.68,164.0,8.0,73.0,63.0,6.0,319.0,2.0,9.0
479,C농가,24,20240228,4,24.14,181.0,7.0,70.0,65.0,6.0,290.0,2.0,5.0
480,C농가,24,20240228,5,27.69,181.0,6.0,87.0,88.0,8.0,348.0,2.0,0.0
481,C농가,24,20240228,6,30.01,167.0,10.0,94.0,75.0,8.0,290.0,2.0,0.0
482,C농가,24,20240228,7,24.78,152.0,8.0,62.0,55.0,3.0,255.0,2.0,0.0
483,C농가,24,20240228,8,31.75,142.0,6.0,65.0,54.0,5.0,292.0,2.0,0.0
484,C농가,24,20240228,9,29.76,165.0,7.0,78.0,67.0,5.0,300.0,2.0,1.0
485,C농가,25,20240306,1,23.71,200.0,6.0,85.0,80.0,5.0,287.0,2.0,0.0
486,C농가,25,20240306,2,35.05,200.0,8.0,98.0,82.0,0.0,320.0,2.0,2.0
487,C농가,25,20240306,3,23.91,229.0,7.0,85.0,73.0,10.0,342.0,2.0,4.0
488,C농가,25,20240306,4,23.14,176.0,8.0,88.0,75.0,11.0,329.0,2.0,4.0
489,C농가,25,20240306,5,31.08,167.0,8.0,69.0,63.0,7.0,365.0,2.0,2.0
490,C농가,25,20240306,6,23.38,177.0,7.0,70.0,70.0,6.0,320.0,2.0,2.0
491,C농가,25,20240306,7,23.51,84.0,3.0,47.0,45.0,1.0,280.0,2.0,0.0
492,C농가,25,20240306,8,26.68,170.0,5.0,87.0,73.0,1.0,292.0,2.0,0.0
493,C농가,25,20240306,9,29.81,123.0,5.0,70.0,57.0,5.0,275.0,2.0,0.0
494,C농가,26,20240314,1,27.03,192.0,8.0,78.0,80.0,5.0,342.0,3.0,0.0
495,C농가,26,20240314,2,30.43,202.0,9.0,89.0,83.0,2.0,350.0,3.0,3.0
496,C농가,26,20240314,3,27.57,212.0,6.0,109.0,92.0,12.0,363.0,3.0,3.0
497,C농가,26,20240314,4,23.35,191.0,9.0,88.0,83.0,5.0,357.0,3.0,0.0
498,C농가,26,20240314,5,32.91,191.0,8.0,94.0,96.0,6.0,367.0,3.0,0.0
499,C농가,26,20240314,6,27.41,202.0,9.0,93.0,78.0,7.0,356.0,3.0,0.0
500,C농가,26,20240314,7,22.06,153.0,4.0,62.0,55.0,0.0,310.0,2.0,0.0
501,C농가,26,20240314,8,29.4,229.0,6.0,96.0,95.0,0.0,387.0,2.0,0.0
502,C농가,26,20240314,9,28.85,220.0,5.0,103.0,89.0,3.0,327.0,2.0,0.0
503,C농가,27,20240320,1,30.09,255.0,9.0,90.0,90.0,4.0,447.0,3.0,0.0
504,C농가,27,20240320,2,34.51,287.0,9.0,101.0,106.0,8.0,425.0,3.0,0.0
505,C농가,27,20240320,3,29.31,227.0,7.0,88.0,87.0,11.0,463.0,3.0,0.0
506,C농가,27,20240320,4,20.27,183.0,8.0,85.0,81.0,4.0,423.0,3.0,0.0
507,C농가,27,20240320,5,32.28,251.0,11.0,92.0,83.0,7.0,382.0,3.0,0.0
508,C농가,27,20240320,6,28.55,157.0,9.0,63.0,53.0,2.0,342.0,3.0,0.0
509,C농가,27,20240320,7,20.49,177.0,5.0,102.0,83.0,3.0,344.0,3.0,0.0
510,C농가,27,20240320,8,26.73,242.0,6.0,81.0,77.0,4.0,418.0,3.0,0.0
511,C농가,27,20240320,9,27.85,231.0,6.0,107.0,91.0,2.0,391.0,3.0,0.0
512,C농가,28,20240327,1,29.97,309.0,9.0,94.0,82.0,4.0,492.0,3.0,0.0
513,C농가,28,20240327,2,38.81,322.0,12.0,116.0,109.0,4.0,500.0,3.0,0.0
514,C농가,28,20240327,3,30.55,257.0,7.0,117.0,96.0,4.0,468.0,3.0,0.0
515,C농가,28,20240327,4,26.65,128.0,8.0,79.0,85.0,2.0,480.0,3.0,0.0
516,C농가,28,20240327,5,33.69,305.0,12.0,90.0,84.0,4.0,437.0,3.0,0.0
517,C농가,28,20240327,6,25.79,255.0,10.0,92.0,87.0,0.0,481.0,3.0,0.0
518,C농가,28,20240327,7,24.3,192.0,5.0,90.0,83.0,3.0,357.0,3.0,0.0
519,C농가,28,20240327,8,33.15,292.0,8.0,96.0,88.0,4.0,435.0,3.0,0.0
520,C농가,28,20240327,9,28.81,226.0,5.0,96.0,92.0,1.0,353.0,3.0,0.0
521,C농가,29,20240404,1,31.51,312.0,8.0,126.0,131.0,0.0,500.0,3.0,0.0
522,C농가,29,20240404,2,35.67,377.0,14.0,121.0,91.0,7.0,520.0,3.0,0.0
523,C농가,29,20240404,3,35.91,246.0,5.0,112.0,96.0,2.0,482.0,3.0,0.0
524,C농가,29,20240404,4,23.07,242.0,8.0,78.0,85.0,0.0,481.0,3.0,0.0
525,C농가,29,20240404,5,33.48,245.0,8.0,95.0,90.0,4.0,483.0,3.0,0.0
526,C농가,29,20240404,6,28.43,187.0,6.0,87.0,84.0,3.0,337.0,3.0,0.0
527,C농가,29,20240404,7,23.69,182.0,3.0,89.0,85.0,3.0,312.0,3.0,0.0
528,C농가,29,20240404,8,33.82,304.0,5.0,131.0,105.0,3.0,442.0,3.0,0.0
529,C농가,29,20240404,9,28.36,262.0,6.0,97.0,95.0,0.0,445.0,3.0,0.0
530,C농가,30,20240411,1,22.27,285.0,8.0,92.0,98.0,0.0,515.0,3.0,0.0
531,C농가,30,20240411,2,26.02,352.0,10.0,118.0,91.0,2.0,517.0,3.0,0.0
532,C농가,30,20240411,3,30.27,257.0,5.0,113.0,96.0,4.0,493.0,3.0,0.0
533,C농가,30,20240411,4,21.56,200.0,6.0,83.0,82.0,0.0,385.0,3.0,0.0
534,C농가,30,20240411,5,25.84,311.0,7.0,112.0,96.0,2.0,456.0,3.0,0.0
535,C농가,30,20240411,6,33.74,257.0,9.0,90.0,85.0,2.0,352.0,3.0,0.0
536,C농가,30,20240411,7,25.1,252.0,4.0,98.0,100.0,1.0,350.0,3.0,0.0
537,C농가,30,20240411,8,30.11,310.0,7.0,127.0,103.0,0.0,450.0,3.0,0.0
538,C농가,30,20240411,9,27.72,261.0,6.0,100.0,96.0,3.0,500.0,3.0,0.0
539,C농가,31,20240418,1,28.2,305.0,4.0,116.0,87.0,0.0,470.0,3.0,0.0
540,C농가,31,20240418,2,25.96,303.0,12.0,104.0,83.0,3.0,503.0,3.0,0.0
541,C농가,31,20240418,3,35.51,185.0,4.0,72.0,66.0,2.0,393.0,3.0,0.0
542,C농가,31,20240418,4,19.51,332.0,7.0,90.0,82.0,0.0,455.0,3.0,0.0
543,C농가,31,20240418,5,26.08,297.0,7.0,99.0,80.0,0.0,445.0,3.0,0.0
544,C농가,31,20240418,6,26.6,250.0,10.0,104.0,74.0,1.0,507.0,3.0,0.0
545,C농가,31,20240418,7,19.69,297.0,4.0,80.0,68.0,0.0,385.0,3.0,0.0
546,C농가,31,20240418,8,23.86,287.0,5.0,100.0,80.0,3.0,457.0,3.0,4.0
547,C농가,31,20240418,9,25.26,270.0,5.0,78.0,68.0,2.0,507.0,3.0,0.0
548,C농가,32,20240426,1,24.7,202.0,5.0,83.0,67.0,2.0,515.0,3.0,0.0
549,C농가,32,20240426,2,31.0,232.0,9.0,93.0,70.0,0.0,507.0,3.0,0.0
550,C농가,32,20240426,3,27.7,253.0,4.0,115.0,95.0,0.0,387.0,3.0,0.0
551,C농가,32,20240426,4,21.9,263.0,6.0,104.0,93.0,0.0,448.0,3.0,0.0
552,C농가,32,20240426,5,23.6,248.0,6.0,78.0,67.0,0.0,445.0,3.0,0.0
553,C농가,32,20240426,6,29.65,255.0,6.0,78.0,75.0,0.0,400.0,3.0,0.0
554,C농가,32,20240426,7,19.75,297.0,4.0,94.0,71.0,0.0,377.0,3.0,0.0
