,시설아이디,weeks,조사일자,표본번호,관부직경,엽병장,엽수,엽장,엽폭,개화수,초장,최종화방차수,화방 꽃수(소화수),supplyEC,supplyPH,innerCO2,innerHum,innerTemp,innerSolar,CO2
255,B농가,32,20240417,5,27.27,192.0,7.0,108.0,102.0,0.0,344.0,3.0,0.0,1.0,6.0,580.4377777777777,98.75583333333333,14.333263888888887,109.12979166666668,0.4622573241528284
256,B농가,32,20240417,6,28.2,192.0,15.0,68.0,67.0,0.0,306.0,3.0,0.0,1.0,6.0,580.4377777777777,98.75583333333333,14.333263888888887,109.12979166666668,0.4622573241528284
257,B농가,32,20240417,7,26.92,212.0,12.0,82.0,80.0,0.0,382.0,3.0,0.0,1.0,6.0,580.4377777777777,98.75583333333333,14.333263888888887,109.12979166666668,0.4622573241528284
258,B농가,32,20240417,8,22.38,206.0,14.0,75.0,71.0,0.0,320.0,3.0,0.0,1.0,6.0,580.4377777777777,98.75583333333333,14.333263888888887,109.12979166666668,0.4622573241528284
259,B농가,32,20240417,9,24.73,152.0,10.0,68.0,59.0,0.0,255.0,3.0,0.0,1.0,6.0,580.4377777777777,98.75583333333333,14.333263888888887,109.12979166666668,0.4622573241528284
260,C농가,3,20231006,1,15.2,98.0,6.0,73.0,61.0,0.0,291.0,0.0,0.0,0.1063888888888889,6.0,297.47027777777777,59.216944444444444,18.8675,116.69999999999999,0.016892430380711535
261,C농가,3,20231006,2,12.34,79.0,7.0,55.0,57.0,0.0,210.0,0.0,0.0,0.1063888888888889,6.0,297.47027777777777,59.216944444444444,18.8675,116.69999999999999,0.016892430380711535
262,C농가,3,20231006,3,16.54,81.0,7.0,64.0,53.0,0.0,347.0,0.0,0.0,0.1063888888888889,6.0,297.47027777777777,59.216944444444444,18.8675,116.69999999999999,0.016892430380711535
263,C농가,3,20231006,4,14.24,73.0,7.0,58.0,46.0,0.0,260.0,0.0,0.0,0.1063888888888889,6.0,297.47027777777777,59.216944444444444,18.8675,116.69999999999999,0.016892430380711535
264,C농가,3,20231006,5,13.03,72.0,6.0,78.0,68.0,0.0,263.0,0.0,0.0,0.1063888888888889,6.0,297.47027777777777,59.216944444444444,18.8675,116.69999999999999,0.016892430380711535
265,C농가,3,20231006,6,17.56,89.0,8.0,84.0,78.0,0.0,268.0,0.0,0.0,0.1063888888888889,6.0,297.47027777777777,59.216944444444444,18.8675,116.69999999999999,0.016892430380711535
266,C농가,3,20231006,7,14.81,145.0,8.0,72.0,50.0,0.0,255.0,0.0,0.0,0.1063888888888889,6.0,297.47027777777777,59.216944444444444,18.8675,116.69999999999999,0.016892430380711535
267,C농가,3,20231006,8,16.19,157.0,7.0,66.0,56.0,0.0,295.0,0.0,0.0,0.1063888888888889,6.0,297.47027777777777,59.216944444444444,18.8675,116.69999999999999,0.016892430380711535
268,C농가,3,20231006,9,14.49,176.0,7.0,74.0,63.0,0.0,304.0,0.0,0.0,0.1063888888888889,6.0,297.47027777777777,59.216944444444444,18.8675,116.69999999999999,0.016892430380711535
269,C농가,4,20231013,1,18.21,125.0,4.0,89.0,76.0,0.0,302.0,0.0,0.0,0.009659863945578231,6.0,282.0761224489796,69.91551020408163,16.46,106.0,0.013673269660851771
270,C농가,4,20231013,2,17.6,103.0,5.0,72.0,67.0,0.0,215.0,0.0,0.0,0.009659863945578231,6.0,282.0761224489796,69.91551020408163,16.46,106.0,0.013673269660851771
271,C농가,4,20231013,3,17.93,83.0,5.0,99.0,90.0,0.0,361.0,0.0,0.0,0.009659863945578231,6.0,282.0761224489796,69.91551020408163,16.46,106.0,0.013673269660851771
272,C농가,4,20231013,4,15.45,87.0,5.0,77.0,69.0,0.0,260.0,0.0,0.0,0.009659863945578231,6.0,282.0761224489796,69.91551020408163,16.46,106.0,0.013673269660851771
273,C농가,4,20231013,5,18.29,106.0,7.0,98.0,83.0,0.0,272.0,0.0,0.0,0.009659863945578231,6.0,282.0761224489796,69.91551020408163,16.46,106.0,0.013673269660851771
274,C농가,4,20231013,6,20.38,132.0,9.0,103.0,89.0,0.0,271.0,0.0,0.0,0.009659863945578231,6.0,282.0761224489796,69.91551020408163,16.46,106.0,0.013673269660851771
275,C농가,4,20231013,7,19.6,102.0,9.0,94.0,81.0,0.0,259.0,0.0,0.0,0.009659863945578231,6.0,282.0761224489796,69.91551020408163,16.46,106.0,0.013673269660851771
276,C농가,4,20231013,8,21.58,100.0,8.0,85.0,74.0,0.0,301.0,0.0,0.0,0.009659863945578231,6.0,282.0761224489796,69.91551020408163,16.46,106.0,0.013673269660851771
277,C농가,4,20231013,9,20.03,129.0,8.0,103.0,96.0,0.0,303.0,0.0,0.0,0.009659863945578231,6.0,282.0761224489796,69.91551020408163,16.46,106.0,0.013673269660851771
278,C농가,5,20231020,1,17.21,128.0,6.0,101.0,93.0,0.0,315.0,0.0,0.0,0.022716049382716052,6.0,284.71833333333336,68.92123456790124,14.801604938271606,105.76666666666667,0.014225797637270566
279,C농가,5,20231020,2,17.12,101.0,7.0,88.0,91.0,0.0,231.0,0.0,0.0,0.022716049382716052,6.0,284.71833333333336,68.92123456790124,14.801604938271606,105.76666666666667,0.014225797637270566
280,C농가,5,20231020,3,19.55,121.0,8.0,103.0,98.0,0.0,363.0,0.0,0.0,0.022716049382716052,6.0,284.71833333333336,68.92123456790124,14.801604938271606,105.76666666666667,0.014225797637270566
281,C농가,5,20231020,4,16.67,100.0,8.0,90.0,84.0,0.0,271.0,0.0,0.0,0.022716049382716052,6.0,284.71833333333336,68.92123456790124,14.801604938271606,105.76666666666667,0.014225797637270566
282,C농가,5,20231020,5,13.02,108.0,4.0,103.0,91.0,0.0,240.0,0.0,0.0,0.022716049382716052,6.0,284.71833333333336,68.92123456790124,14.801604938271606,105.76666666666667,0.014225797637270566
283,C농가,5,20231020,6,23.54,138.0,10.0,106.0,98.0,0.0,273.0,0.0,0.0,0.022716049382716052,6.0,284.71833333333336,68.92123456790124,14.801604938271606,105.76666666666667,0.014225797637270566
284,C농가,5,20231020,7,25.6,129.0,10.0,98.0,90.0,0.0,261.0,0.0,0.0,0.022716049382716052,6.0,284.71833333333336,68.92123456790124,14.801604938271606,105.76666666666667,0.014225797637270566
285,C농가,5,20231020,8,18.35,100.0,9.0,93.0,91.0,0.0,305.0,0.0,0.0,0.022716049382716052,6.0,284.71833333333336,68.92123456790124,14.801604938271606,105.76666666666667,0.014225797637270566
286,C농가,5,20231020,9,19.29,151.0,7.0,102.0,94.0,0.0,320.0,0.0,0.0,0.022716049382716052,6.0,284.71833333333336,68.92123456790124,14.801604938271606,105.76666666666667,0.014225797637270566
287,C농가,7,20231103,1,22.25,135.0,5.0,102.0,95.0,0.0,259.0,1.0,0.0,0.6870512820512821,6.0,397.91538461538465,65.60858974358975,14.06397435897436,68.37807692307692,0.03789708672771132
288,C농가,7,20231103,2,20.98,130.0,8.0,100.0,100.0,0.0,242.0,1.0,0.0,0.6870512820512821,6.0,397.91538461538465,65.60858974358975,14.06397435897436,68.37807692307692,0.03789708672771132
289,C농가,7,20231103,3,23.82,117.0,6.0,111.0,103.0,0.0,251.0,1.0,0.0,0.6870512820512821,6.0,397.91538461538465,65.60858974358975,14.06397435897436,68.37807692307692,0.03789708672771132
290,C농가,7,20231103,4,16.4,119.0,5.0,102.0,96.0,0.0,241.0,1.0,0.0,0.6870512820512821,6.0,397.91538461538465,65.60858974358975,14.06397435897436,68.37807692307692,0.03789708672771132
291,C농가,7,20231103,5,19.4,135.0,5.0,102.0,94.0,0.0,256.0,1.0,0.0,0.6870512820512821,6.0,397.91538461538465,65.60858974358975,14.06397435897436,68.37807692307692,0.03789708672771132
292,C농가,7,20231103,6,21.73,138.0,6.0,107.0,105.0,0.0,288.0,0.0,0.0,0.6870512820512821,6.0,397.91538461538465,65.60858974358975,14.06397435897436,68.37807692307692,0.03789708672771132
293,C농가,7,20231103,7,24.35,136.0,6.0,110.0,103.0,0.0,280.0,1.0,0.0,0.6870512820512821,6.0,397.91538461538465,65.60858974358975,14.06397435897436,68.37807692307692,0.03789708672771132
294,C농가,7,20231103,8,20.93,106.0,6.0,104.0,103.0,0.0,249.0,0.0,0.0,0.6870512820512821,6.0,397.91538461538465,65.60858974358975,14.06397435897436,68.37807692307692,0.03789708672771132
295,C농가,7,20231103,9,22.94,159.0,5.0,110.0,106.0,0.0,287.0,0.0,0.0,0.6870512820512821,6.0,397.91538461538465,65.60858974358975,14.06397435897436,68.37807692307692,0.03789708672771132
296,C농가,8,20231110,1,21.54,129.0,5.0,102.0,92.0,1.0,260.0,1.0,2.0,0.6151773049645389,6.042269503546099,600.2736170212767,73.7622695035461,14.283120567375887,74.69822695035461,0.08021338529608214
297,C농가,8,20231110,2,21.71,137.0,7.0,82.0,80.0,1.0,232.0,1.0,3.0,0.6151773049645389,6.042269503546099,600.2736170212767,73.7622695035461,14.283120567375887,74.69822695035461,0.08021338529608214
298,C농가,8,20231110,3,25.81,122.0,6.0,105.0,92.0,1.0,220.0,1.0,3.0,0.6151773049645389,6.042269503546099,600.2736170212767,73.7622695035461,14.283120567375887,74.69822695035461,0.08021338529608214
299,C농가,8,20231110,4,19.79,115.0,5.0,102.0,92.0,2.0,245.0,1.0,2.0,0.6151773049645389,6.042269503546099,600.2736170212767,73.7622695035461,14.283120567375887,74.69822695035461,0.08021338529608214
300,C농가,8,20231110,5,23.48,161.0,4.0,93.0,83.0,0.0,263.0,1.0,3.0,0.6151773049645389,6.042269503546099,600.2736170212767,73.7622695035461,14.283120567375887,74.69822695035461,0.08021338529608214
301,C농가,8,20231110,6,23.45,132.0,7.0,112.0,105.0,0.0,267.0,1.0,2.0,0.6151773049645389,6.042269503546099,600.2736170212767,73.7622695035461,14.283120567375887,74.69822695035461,0.08021338529608214
302,C농가,8,20231110,7,24.64,128.0,6.0,112.0,100.0,0.0,255.0,1.0,2.0,0.6151773049645389,6.042269503546099,600.2736170212767,73.7622695035461,14.283120567375887,74.69822695035461,0.08021338529608214
303,C농가,8,20231110,8,26.47,115.0,5.0,105.0,102.0,0.0,220.0,1.0,1.0,0.6151773049645389,6.042269503546099,600.2736170212767,73.7622695035461,14.283120567375887,74.69822695035461,0.08021338529608214
304,C농가,8,20231110,9,26.93,129.0,5.0,120.0,102.0,0.0,275.0,0.0,0.0,0.6151773049645389,6.042269503546099,600.2736170212767,73.7622695035461,14.283120567375887,74.69822695035461,0.08021338529608214
305,C농가,9,20231117,1,25.19,173.0,5.0,98.0,88.0,4.0,277.0,1.0,2.0,0.5260645161290323,6.817032258064517,626.8272903225807,75.55916129032258,15.528193548387096,76.81058064516128,0.08576617726379968
306,C농가,9,20231117,2,25.12,148.0,7.0,89.0,87.0,3.0,245.0,1.0,4.0,0.5260645161290323,6.817032258064517,626.8272903225807,75.55916129032258,15.528193548387096,76.81058064516128,0.08576617726379968
307,C농가,9,20231117,3,26.24,170.0,7.0,87.0,74.0,6.0,228.0,1.0,2.0,0.5260645161290323,6.817032258064517,626.8272903225807,75.55916129032258,15.528193548387096,76.81058064516128,0.08576617726379968
308,C농가,9,20231117,4,17.39,115.0,5.0,111.0,92.0,4.0,256.0,1.0,2.0,0.5260645161290323,6.817032258064517,626.8272903225807,75.55916129032258,15.528193548387096,76.81058064516128,0.08576617726379968
309,C농가,9,20231117,5,26.24,115.0,5.0,105.0,96.0,2.0,280.0,1.0,2.0,0.5260645161290323,6.817032258064517,626.8272903225807,75.55916129032258,15.528193548387096,76.81058064516128,0.08576617726379968
310,C농가,9,20231117,6,25.59,148.0,7.0,113.0,107.0,1.0,270.0,1.0,3.0,0.5260645161290323,6.817032258064517,626.8272903225807,75.55916129032258,15.528193548387096,76.81058064516128,0.08576617726379968
311,C농가,9,20231117,7,28.77,134.0,6.0,113.0,104.0,2.0,260.0,1.0,3.0,0.5260645161290323,6.817032258064517,626.8272903225807,75.55916129032258,15.528193548387096,76.81058064516128,0.08576617726379968
312,C농가,9,20231117,8,26.22,120.0,6.0,104.0,106.0,1.0,228.0,1.0,2.0,0.5260645161290323,6.817032258064517,626.8272903225807,75.55916129032258,15.528193548387096,76.81058064516128,0.08576617726379968
313,C농가,9,20231117,9,28.03,129.0,6.0,119.0,100.0,0.0,266.0,1.0,2.0,0.5260645161290323,6.817032258064517,626.8272903225807,75.55916129032258,15.528193548387096,76.81058064516128,0.08576617726379968
314,C농가,10,20231124,1,25.53,137.0,6.0,95.0,73.0,6.0,275.0,1.0,3.0,1.0115384615384615,6.971769230769231,670.6060769230769,77.84607692307692,15.592692307692307,68.52138461538462,0.09492101214608763
315,C농가,10,20231124,2,25.5,153.0,8.0,88.0,82.0,5.0,282.0,1.0,4.0,1.0115384615384615,6.971769230769231,670.6060769230769,77.84607692307692,15.592692307692307,68.52138461538462,0.09492101214608763
316,C농가,10,20231124,3,28.74,172.0,7.0,89.0,79.0,7.0,253.0,1.0,5.0,1.0115384615384615,6.971769230769231,670.6060769230769,77.84607692307692,15.592692307692307,68.52138461538462,0.09492101214608763
317,C농가,10,20231124,4,21.61,186.0,5.0,92.0,87.0,6.0,282.0,1.0,2.0,1.0115384615384615,6.971769230769231,670.6060769230769,77.84607692307692,15.592692307692307,68.52138461538462,0.09492101214608763
318,C농가,10,20231124,5,26.76,137.0,5.0,104.0,93.0,3.0,308.0,1.0,3.0,1.0115384615384615,6.971769230769231,670.6060769230769,77.84607692307692,15.592692307692307,68.52138461538462,0.09492101214608763
319,C농가,10,20231124,6,29.74,176.0,7.0,86.0,93.0,4.0,275.0,1.0,4.0,1.0115384615384615,6.971769230769231,670.6060769230769,77.84607692307692,15.592692307692307,68.52138461538462,0.09492101214608763
320,C농가,10,20231124,7,27.94,164.0,7.0,102.0,82.0,5.0,257.0,1.0,6.0,1.0115384615384615,6.971769230769231,670.6060769230769,77.84607692307692,15.592692307692307,68.52138461538462,0.09492101214608763
321,C농가,10,20231124,8,27.91,177.0,7.0,88.0,82.0,4.0,257.0,1.0,6.0,1.0115384615384615,6.971769230769231,670.6060769230769,77.84607692307692,15.592692307692307,68.52138461538462,0.09492101214608763
322,C농가,10,20231124,9,29.49,148.0,6.0,92.0,92.0,2.0,280.0,1.0,4.0,1.0115384615384615,6.971769230769231,670.6060769230769,77.84607692307692,15.592692307692307,68.52138461538462,0.09492101214608763
323,C농가,11,20231130,1,28.32,177.0,8.0,100.0,89.0,7.0,291.0,1.0,4.0,0.8219879518072288,6.951084337349398,706.9279518072289,79.85765060240965,15.279036144578313,71.84024096385542,0.1025164891567676
324,C농가,11,20231130,2,24.84,192.0,8.0,95.0,90.0,10.0,286.0,1.0,4.0,0.8219879518072288,6.951084337349398,706.9279518072289,79.85765060240965,15.279036144578313,71.84024096385542,0.1025164891567676
325,C농가,11,20231130,3,29.4,171.0,7.0,89.0,78.0,10.0,275.0,1.0,6.0,0.8219879518072288,6.951084337349398,706.9279518072289,79.85765060240965,15.279036144578313,71.84024096385542,0.1025164891567676
326,C농가,11,20231130,4,23.3,182.0,7.0,97.0,92.0,7.0,276.0,1.0,4.0,0.8219879518072288,6.951084337349398,706.9279518072289,79.85765060240965,15.279036144578313,71.84024096385542,0.1025164891567676
327,C농가,11,20231130,5,26.97,194.0,6.0,100.0,96.0,5.0,328.0,1.0,3.0,0.8219879518072288,6.951084337349398,706.9279518072289,79.85765060240965,15.279036144578313,71.84024096385542,0.1025164891567676
328,C농가,11,20231130,6,27.07,178.0,8.0,102.0,87.0,7.0,288.0,1.0,6.0,0.8219879518072288,6.951084337349398,706.9279518072289,79.85765060240965,15.279036144578313,71.84024096385542,0.1025164891567676
329,C농가,11,20231130,7,30.26,170.0,8.0,99.0,78.0,8.0,278.0,1.0,6.0,0.8219879518072288,6.951084337349398,706.9279518072289,79.85765060240965,15.279036144578313,71.84024096385542,0.1025164891567676
330,C농가,11,20231130,8,30.2,187.0,7.0,91.0,81.0,7.0,253.0,1.0,8.0,0.8219879518072288,6.951084337349398,706.9279518072289,79.85765060240965,15.279036144578313,71.84024096385542,0.1025164891567676
331,C농가,11,20231130,9,25.89,153.0,7.0,92.0,89.0,4.0,282.0,1.0,3.0,0.8219879518072288,6.951084337349398,706.9279518072289,79.85765060240965,15.279036144578313,71.84024096385542,0.1025164891567676
332,C농가,12,20231207,1,29.31,194.0,7.0,89.0,75.0,7.0,288.0,1.0,0.0,0.6913253012048193,6.400060240963856,783.4757228915663,85.12542168674699,16.995361445783132,76.56084337349398,0.11852383562069038
333,C농가,12,20231207,2,26.88,152.0,9.0,92.0,85.0,7.0,302.0,1.0,0.0,0.6913253012048193,6.400060240963856,783.4757228915663,85.12542168674699,16.995361445783132,76.56084337349398,0.11852383562069038
334,C농가,12,20231207,3,29.72,175.0,7.0,99.0,82.0,7.0,285.0,1.0,0.0,0.6913253012048193,6.400060240963856,783.4757228915663,85.12542168674699,16.995361445783132,76.56084337349398,0.11852383562069038
335,C농가,12,20231207,4,26.05,154.0,7.0,72.0,65.0,6.0,280.0,1.0,0.0,0.6913253012048193,6.400060240963856,783.4757228915663,85.12542168674699,16.995361445783132,76.56084337349398,0.11852383562069038
336,C농가,12,20231207,5,27.63,197.0,6.0,109.0,99.0,6.0,335.0,1.0,0.0,0.6913253012048193,6.400060240963856,783.4757228915663,85.12542168674699,16.995361445783132,76.56084337349398,0.11852383562069038
337,C농가,12,20231207,6,34.25,188.0,9.0,93.0,93.0,10.0,302.0,1.0,0.0,0.6913253012048193,6.400060240963856,783.4757228915663,85.12542168674699,16.995361445783132,76.56084337349398,0.11852383562069038
338,C농가,12,20231207,7,33.07,163.0,8.0,97.0,85.0,9.0,267.0,1.0,0.0,0.6913253012048193,6.400060240963856,783.4757228915663,85.12542168674699,16.995361445783132,76.56084337349398,0.11852383562069038
339,C농가,12,20231207,8,28.39,188.0,7.0,95.0,83.0,7.0,270.0,1.0,3.0,0.6913253012048193,6.400060240963856,783.4757228915663,85.12542168674699,16.995361445783132,76.56084337349398,0.11852383562069038
340,C농가,12,20231207,9,31.66,178.0,7.0,95.0,88.0,8.0,285.0,1.0,0.0,0.6913253012048193,6.400060240963856,783.4757228915663,85.12542168674699,16.995361445783132,76.56084337349398,0.11852383562069038
341,C농가,13,20231214,1,23.2,172.0,7.0,95.0,89.0,7.0,282.0,1.0,0.0,0.7657575757575757,6.66969696969697,653.8996212121212,84.02939393939393,13.133333333333333,76.63416666666666,0.09142742871496709
342,C농가,13,20231214,2,20.45,177.0,10.0,92.0,87.0,8.0,302.0,1.0,0.0,0.7657575757575757,6.66969696969697,653.8996212121212,84.02939393939393,13.133333333333333,76.63416666666666,0.09142742871496709
343,C농가,13,20231214,3,28.97,219.0,6.0,87.0,82.0,7.0,287.0,1.0,0.0,0.7657575757575757,6.66969696969697,653.8996212121212,84.02939393939393,13.133333333333333,76.63416666666666,0.09142742871496709
344,C농가,13,20231214,4,27.54,167.0,8.0,75.0,67.0,7.0,289.0,1.0,0.0,0.7657575757575757,6.66969696969697,653.8996212121212,84.02939393939393,13.133333333333333,76.63416666666666,0.09142742871496709
345,C농가,13,20231214,5,30.42,186.0,7.0,107.0,105.0,6.0,347.0,1.0,0.0,0.7657575757575757,6.66969696969697,653.8996212121212,84.02939393939393,13.133333333333333,76.63416666666666,0.09142742871496709
346,C농가,13,20231214,6,35.08,162.0,10.0,92.0,76.0,10.0,302.0,1.0,0.0,0.7657575757575757,6.66969696969697,653.8996212121212,84.02939393939393,13.133333333333333,76.63416666666666,0.09142742871496709
347,C농가,13,20231214,7,34.68,194.0,8.0,92.0,84.0,9.0,310.0,1.0,0.0,0.7657575757575757,6.66969696969697,653.8996212121212,84.02939393939393,13.133333333333333,76.63416666666666,0.09142742871496709
348,C농가,13,20231214,8,25.71,200.0,7.0,88.0,78.0,10.0,287.0,1.0,0.0,0.7657575757575757,6.66969696969697,653.8996212121212,84.02939393939393,13.133333333333333,76.63416666666666,0.09142742871496709
349,C농가,13,20231214,9,24.91,155.0,8.0,93.0,88.0,8.0,290.0,1.0,0.0,0.7657575757575757,6.66969696969697,653.8996212121212,84.02939393939393,13.133333333333333,76.63416666666666,0.09142742871496709
350,C농가,14,20231221,1,24.93,203.0,5.0,95.0,81.0,7.0,311.0,1.0,0.0,0.8007142857142858,6.421309523809524,644.7051785714286,80.4585119047619,13.95047619047619,79.68922619047619,0.08950472571777496
351,C농가,14,20231221,2,22.81,179.0,9.0,96.0,89.0,7.0,305.0,1.0,0.0,0.8007142857142858,6.421309523809524,644.7051785714286,80.4585119047619,13.95047619047619,79.68922619047619,0.08950472571777496
352,C농가,14,20231221,3,29.14,214.0,6.0,86.0,81.0,6.0,301.0,1.0,0.0,0.8007142857142858,6.421309523809524,644.7051785714286,80.4585119047619,13.95047619047619,79.68922619047619,0.08950472571777496
353,C농가,14,20231221,4,26.68,172.0,7.0,76.0,68.0,6.0,299.0,1.0,0.0,0.8007142857142858,6.421309523809524,644.7051785714286,80.4585119047619,13.95047619047619,79.68922619047619,0.08950472571777496
354,C농가,14,20231221,5,29.34,248.0,5.0,98.0,98.0,6.0,355.0,1.0,0.0,0.8007142857142858,6.421309523809524,644.7051785714286,80.4585119047619,13.95047619047619,79.68922619047619,0.08950472571777496
355,C농가,14,20231221,6,35.12,185.0,8.0,74.0,66.0,10.0,311.0,1.0,0.0,0.8007142857142858,6.421309523809524,644.7051785714286,80.4585119047619,13.95047619047619,79.68922619047619,0.08950472571777496
356,C농가,14,20231221,7,32.68,190.0,6.0,91.0,85.0,9.0,294.0,1.0,0.0,0.8007142857142858,6.421309523809524,644.7051785714286,80.4585119047619,13.95047619047619,79.68922619047619,0.08950472571777496
357,C농가,14,20231221,8,25.36,196.0,7.0,89.0,84.0,10.0,300.0,1.0,0.0,0.8007142857142858,6.421309523809524,644.7051785714286,80.4585119047619,13.95047619047619,79.68922619047619,0.08950472571777496
358,C농가,14,20231221,9,26.72,214.0,7.0,81.0,69.0,8.0,295.0,1.0,0.0,0.8007142857142858,6.421309523809524,644.7051785714286,80.4585119047619,13.95047619047619,79.68922619047619,0.08950472571777496
359,C농가,15,20231228,1,26.7,200.0,5.0,96.0,80.0,6.0,300.0,1.0,0.0,0.8569565217391304,6.097142857142857,620.2572670807454,84.84670807453416,13.736149068322982,81.6955900621118,0.08439228176275092
360,C농가,15,20231228,2,27.23,197.0,8.0,79.0,74.0,7.0,310.0,1.0,0.0,0.8569565217391304,6.097142857142857,620.2572670807454,84.84670807453416,13.736149068322982,81.6955900621118,0.08439228176275092
361,C농가,15,20231228,3,30.18,200.0,7.0,88.0,82.0,6.0,300.0,1.0,0.0,0.8569565217391304,6.097142857142857,620.2572670807454,84.84670807453416,13.736149068322982,81.6955900621118,0.08439228176275092
362,C농가,15,20231228,4,24.6,165.0,5.0,65.0,60.0,5.0,295.0,1.0,0.0,0.8569565217391304,6.097142857142857,620.2572670807454,84.84670807453416,13.736149068322982,81.6955900621118,0.08439228176275092
363,C농가,15,20231228,5,25.19,221.0,6.0,82.0,74.0,5.0,346.0,1.0,0.0,0.8569565217391304,6.097142857142857,620.2572670807454,84.84670807453416,13.736149068322982,81.6955900621118,0.08439228176275092
364,C농가,15,20231228,6,27.39,174.0,8.0,89.0,75.0,10.0,279.0,1.0,0.0,0.8569565217391304,6.097142857142857,620.2572670807454,84.84670807453416,13.736149068322982,81.6955900621118,0.08439228176275092
365,C농가,15,20231228,7,27.61,192.0,7.0,90.0,85.0,9.0,259.0,1.0,0.0,0.8569565217391304,6.097142857142857,620.2572670807454,84.84670807453416,13.736149068322982,81.6955900621118,0.08439228176275092
366,C농가,15,20231228,8,30.77,118.0,6.0,108.0,109.0,9.0,287.0,1.0,0.0,0.8569565217391304,6.097142857142857,620.2572670807454,84.84670807453416,13.736149068322982,81.6955900621118,0.08439228176275092
367,C농가,15,20231228,9,37.2,183.0,8.0,98.0,87.0,8.0,290.0,1.0,0.0,0.8569565217391304,6.097142857142857,620.2572670807454,84.84670807453416,13.736149068322982,81.6955900621118,0.08439228176275092
368,C농가,16,20240104,1,26.25,198.0,5.0,80.0,75.0,5.0,305.0,1.0,0.0,0.6035256410256411,6.47224358974359,591.2023717948719,81.59141025641026,14.495192307692308,74.02653846153846,0.07831644482163926
369,C농가,16,20240104,2,28.81,171.0,9.0,95.0,87.0,6.0,305.0,1.0,0.0,0.6035256410256411,6.47224358974359,591.2023717948719,81.59141025641026,14.495192307692308,74.02653846153846,0.07831644482163926
370,C농가,16,20240104,3,26.04,207.0,6.0,87.0,82.0,3.0,300.0,1.0,0.0,0.6035256410256411,6.47224358974359,591.2023717948719,81.59141025641026,14.495192307692308,74.02653846153846,0.07831644482163926
371,C농가,16,20240104,4,22.5,170.0,6.0,76.0,60.0,4.0,302.0,1.0,0.0,0.6035256410256411,6.47224358974359,591.2023717948719,81.59141025641026,14.495192307692308,74.02653846153846,0.07831644482163926
372,C농가,16,20240104,5,27.44,223.0,6.0,85.0,75.0,3.0,365.0,1.0,0.0,0.6035256410256411,6.47224358974359,591.2023717948719,81.59141025641026,14.495192307692308,74.02653846153846,0.07831644482163926
373,C농가,16,20240104,6,30.33,192.0,8.0,86.0,73.0,9.0,300.0,1.0,0.0,0.6035256410256411,6.47224358974359,591.2023717948719,81.59141025641026,14.495192307692308,74.02653846153846,0.07831644482163926
374,C농가,16,20240104,7,32.86,192.0,6.0,92.0,85.0,6.0,270.0,1.0,0.0,0.6035256410256411,6.47224358974359,591.2023717948719,81.59141025641026,14.495192307692308,74.02653846153846,0.07831644482163926
375,C농가,16,20240104,8,35.5,185.0,8.0,85.0,78.0,8.0,288.0,1.0,0.0,0.6035256410256411,6.47224358974359,591.2023717948719,81.59141025641026,14.495192307692308,74.02653846153846,0.07831644482163926
376,C농가,16,20240104,9,25.13,191.0,6.0,80.0,75.0,7.0,295.0,1.0,0.0,0.6035256410256411,6.47224358974359,591.2023717948719,81.59141025641026,14.495192307692308,74.02653846153846,0.07831644482163926
377,C농가,17,20240111,1,23.72,205.0,5.0,95.0,81.0,3.0,290.0,1.0,0.0,0.8287581699346405,6.159738562091503,664.0291503267974,80.49183006535948,14.067385620915033,73.63921568627451,0.09354567304472514
378,C농가,17,20240111,2,28.04,171.0,8.0,97.0,90.0,3.0,320.0,1.0,0.0,0.8287581699346405,6.159738562091503,664.0291503267974,80.49183006535948,14.067385620915033,73.63921568627451,0.09354567304472514
379,C농가,17,20240111,3,32.42,170.0,6.0,98.0,89.0,2.0,300.0,1.0,0.0,0.8287581699346405,6.159738562091503,664.0291503267974,80.49183006535948,14.067385620915033,73.63921568627451,0.09354567304472514
380,C농가,17,20240111,4,23.59,177.0,6.0,80.0,70.0,3.0,290.0,1.0,0.0,0.8287581699346405,6.159738562091503,664.0291503267974,80.49183006535948,14.067385620915033,73.63921568627451,0.09354567304472514
381,C농가,17,20240111,5,27.59,220.0,6.0,80.0,68.0,2.0,350.0,1.0,0.0,0.8287581699346405,6.159738562091503,664.0291503267974,80.49183006535948,14.067385620915033,73.63921568627451,0.09354567304472514
382,C농가,17,20240111,6,30.83,198.0,8.0,88.0,77.0,6.0,300.0,1.0,0.0,0.8287581699346405,6.159738562091503,664.0291503267974,80.49183006535948,14.067385620915033,73.63921568627451,0.09354567304472514
383,C농가,17,20240111,7,30.06,188.0,6.0,94.0,90.0,4.0,280.0,1.0,0.0,0.8287581699346405,6.159738562091503,664.0291503267974,80.49183006535948,14.067385620915033,73.63921568627451,0.09354567304472514
384,C농가,17,20240111,8,30.8,191.0,7.0,85.0,79.0,6.0,265.0,1.0,0.0,0.8287581699346405,6.159738562091503,664.0291503267974,80.49183006535948,14.067385620915033,73.63921568627451,0.09354567304472514
385,C농가,17,20240111,9,26.82,202.0,8.0,87.0,59.0,5.0,293.0,1.0,0.0,0.8287581699346405,6.159738562091503,664.0291503267974,80.49183006535948,14.067385620915033,73.63921568627451,0.09354567304472514
